ogc_fid,objectid,epi_name,lga_code,lga_name,published_,commenced_,currency_d,amendment,map_type,map_name,lay_name,lay_class,h_id,h_name,sig,label,legis_ref_,legis_re_1,legis_re_2,pco_ref_ke,epi_type,sym_code,cadid,shape.star,item_no,item_name,item_link,ho_id,address,suburb,lga,informatio,verifiedad,longitude,latitude,locationco,postcode
"11407","3603",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A071,Convict well,Local,,,,,2011-84,LEP,,"108012523",8.830375e-08,"4893",Convict Well,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1730071,"1730071",158 Horton Street (corner Gordon Street),Port Macquarie,Port Macquarie-Hastings,"0","0","0","0","0","0"
"11428","3624",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"7105",Mt Kembla Colliery,State,,,,,2010-76,LEP,,"108012422",2.6607056043e-05,,,,,,,,,,,,,
"11449","3645",Wollondilly Local Environmental Plan 2011,"8400",WOLLONDILLY,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2018/04/20 00:00:00.000,,,,,Item - Archaeological,A2,Cawdoor Creamery Site,Local,,,,,2011-85,LEP,,"108012546",0.000518884417488,"3644",Cawdor Dairy,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2690343,"2690343",Cawdor Road and Remembrance Driveway,Cawdor,Wollondilly,"0","0","0","0","0","0"
"11450","3646",Wollondilly Local Environmental Plan 2011,"8400",WOLLONDILLY,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2018/04/20 00:00:00.000,,,,,Item - Archaeological,A12,"Mt Hercules homestead ruins, well, trees and slab garage",Local,,,,,2011-85,LEP,,"108012546",7.9130373706e-05,,,,,,,,,,,,,
"11480","3676",Wollondilly Local Environmental Plan 2011,"8400",WOLLONDILLY,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2018/04/20 00:00:00.000,,,,,Item - Archaeological,A11,Old Razorback Road (Relics of Great South Road),Local,,,,,2011-85,LEP,,"108012546",2.350225259e-06,,,,,,,,,,,,,
"11491","3687",Wollondilly Local Environmental Plan 2011,"8400",WOLLONDILLY,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2018/04/20 00:00:00.000,,,,,Item - Archaeological,A3,"Wooden Mileposts, Cawdoor",Local,,,,,2011-85,LEP,,"108012546",3.838386e-08,,,,,,,,,,,,,
"11512","3708",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A024,Former sugar plantation,Local,,,,,2011-84,LEP,,"108012523",5.3193793974e-05,,,,,,,,,,,,,
"11517","3713",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A060,Training walls & breakwalls,Local,,,,,2011-84,LEP,,"108012523",7.061179986e-06,,,,,,,,,,,,,
"11518","3714",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A039,Royal Hotel,Local,,,,,2011-84,LEP,,"108012523",1.13990154e-07,"23895",Royal Hotel,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1730039,"1730039",2 Horton Street,Port Macquarie,Port Macquarie-Hastings,LGOV,2 HORTON STREET PORT MACQUARIE,"152.9084931","-31.42837308",Great,"2444"
"11520","3716",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A028,Stone pitched embankment,Local,,,,,2011-84,LEP,,"108012523",9.6060759915e-05,"27222",Stone Pitched Embankment,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1730028,"1730028","Vehicular track, Oxley Highway",Yarras,Port Macquarie-Hastings,"0","0","0","0","0","0"
"11524","3720",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A027,Former Oxley Highway,Local,,,,,2011-84,LEP,,"108012523",4.5958877763e-05,,,,,,,,,,,,,
"11586","3782",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A025,Historic well,Local,,,,,2011-84,LEP,,"108012523",4.903796707e-06,"11160",Historic Well,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1730025,"1730025",1510 Rollands Plains Road,Rollands Plains,Port Macquarie-Hastings,"0","0","0","0","0","0"
"11601","3797",Wollondilly Local Environmental Plan 2011,"8400",WOLLONDILLY,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2018/04/20 00:00:00.000,,,,,Item - Archaeological,A5,"Wellington Park Iceworks Ruin, Silos and Tank",Local,,,,,2011-85,LEP,,"108012546",0.000244974164161,"31251","Wellington Park Iceworks Ruin, Silos & Water Tank",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2690189,"2690189",45 Rays Lane,Mowbray Park,Wollondilly,LGOV,45 RAYS LANE PICTON,"150.5653821","-34.15670484",Great,"2571"
"11711","3907",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6320",Pit Pony Stables,State,,,,,2010-76,LEP,,"108012422",4.11905148e-07,,,,,,,,,,,,,
"11717","3913",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"5921",Metropolitan Colliery,Local,,,,,2010-76,LEP,,"108012422",1.6846796825e-05,,,,,,,,,,,,,
"11770","3966",Wollondilly Local Environmental Plan 2011,"8400",WOLLONDILLY,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2018/04/20 00:00:00.000,,,,,Item - Archaeological,A10,Oakdale timber mill,Local,,,,,2011-85,LEP,,"108012546",9.116421097e-06,"20612",Oakdale Timber Mill Relics,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2690336,"2690336",55 Mill Rd,Oakdale,Wollondilly,LGOV,55 MILL ROAD OAKDALE,"150.5139441","-34.09635372",Great,"2570"
"11790","3986",Kiama Local Environmental Plan 2011,"4400",KIAMA,2011/12/16 00:00:00.000,2011/12/16 00:00:00.000,2017/12/22 00:00:00.000,,,,,Item - Archaeological,A103,Pikes Hill Quarry,Local,,,,,2011-680,LEP,,"108012485",1.05311683e-05,,,,,,,,,,,,,
"11841","4037",Wollondilly Local Environmental Plan 2011,"8400",WOLLONDILLY,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2018/04/20 00:00:00.000,,,,,Item - Archaeological,A13,Myrtle Creek Bridge Ruins,Local,,,,,2011-85,LEP,,"108012546",9.317273e-08,"20089",Myrtle Creek Bridge Ruins,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2690127,"2690127",Adjoining Remembrance Driveway,Tahmoor,Wollondilly,"0","0","0","0","0","0"
"11900","4096",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A006,Lake Innes House ruins complex,State,,,,,2011-84,LEP,,"108012523",0.000568155034671,,,,,,,,,,,,,
"11903","4099",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A160,Government House site,State,,,,,2011-84,LEP,,"108012523",2.03240234e-07,"21865",Port Macquarie Government House Site,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1730160,"1730160",2 Clarence Street (within School Street),Port Macquarie,Port Macquarie-Hastings,LGOV,2 CLARENCE STREET PORT MACQUARIE,"152.9127986","-31.4292233",Great,"2444"
"12131","4352",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A020,"""Ballina"" paddlesteamer wreck",Local,,,,,2011-84,LEP,,"108012523",1.61982371e-07,,,,,,,,,,,,,
"12134","4355",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6519","Site Of Former ""berkeley House""",Local,,,,,2010-76,LEP,,"108012422",8.9062496e-07,,,,,,,,,,,,,
"12160","4381",Wollondilly Local Environmental Plan 2011,"8400",WOLLONDILLY,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2018/04/20 00:00:00.000,,,,,Item - Archaeological,A7,"Abbotsford: house ruins, trees, garden and grounds, underground tank, cottage, outbuildings",State,,,,,2011-85,LEP,,"108012546",4.5334383685e-05,"284","Abbotsford: house ruins, trees, garden & grounds, underground tank, outbuildings",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2690107,"2690107",15 Fairleys Rd,Picton,Wollondilly,LGOV,15 FAIRLEYS ROAD PICTON,"150.5987471","-34.16142638",Great,"2571"
"12227","4449",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2011/11/11 00:00:00.000,2011/11/11 00:00:00.000,2013/08/16 00:00:00.000,Amendment No 1,,,,Item - Archaeological,A33,Former Dorrigo Butter Factory,Local,,,,,2010-418,LEP,,"108012380",2.54882707e-07,"8937",Former Dorrigo Buttery Factory,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110666,"1110666",20A Vine Street,Dorrigo,Bellingen,LGOV,20A VINE STREET DORRIGO,"152.711478","-30.33308259",Great,"2453"
"12249","4471",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A055,Lighthouse dwelling house,Local,,,,,2011-84,LEP,,"108012523",1.74533398e-07,,,,,,,,,,,,,
"12251","4473",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A032,Longworth Tramway,Local,,,,,2011-84,LEP,,"108012523",4.4731449634e-05,,,,,,,,,,,,,
"12256","4478",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A149,Former Tin Mine,Local,,,,,2011-84,LEP,,"108012523",6.730640962e-06,,,,,,,,,,,,,
"12275","4497",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"61044",Smelter Rail Route,Local,,,,,2010-76,LEP,,"108012422",2.503059932e-06,,,,,,,,,,,,,
"12282","4504",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A165,Barrel Drain & foundations (Glasshouse),State,,,,,2011-84,LEP,,"108012523",2.37366294e-07,"783",Archaeological Remains of Overseers' Cottages and Barrel Drain,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1730165,"1730165",30-42 Clarence Street,Port Macquarie,Port Macquarie-Hastings,LGOV,30-42 CLARENCE STREET PORT MACQUARIE,"152.908992","-31.42943631",Great,"2444"
"12286","4508",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A008,Well,Local,,,,,2011-84,LEP,,"108012523",5.871243e-09,,,,,,,,,,,,,
"12297","4520",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6411",Site Of Pioneer Kerosene Works,State,,,,,2010-76,LEP,,"108012422",2.20700713e-07,,,,,,,,,,,,,
"12318","4541",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A035,Brick stormwater drain,Local,,,,,2011-84,LEP,,"108012523",1.5290334e-07,"2495",Brick Stormwater Drain,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1730035,"1730035",Clarence Street (between Hay and Murray Streets),Port Macquarie,Port Macquarie-Hastings,"0","0","0","0","0","0"
"12330","4553",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6258",Tunnell No. 8,State,,,,,2010-76,LEP,,"108012422",1.174423232e-06,,,,,,,,,,,,,
"12381","4606",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2011/11/11 00:00:00.000,2011/11/11 00:00:00.000,2013/08/16 00:00:00.000,Amendment No 1,,,,Item - Archaeological,A65,"Workers Cottages, Thora Timber Mill",Local,,,,,2010-418,LEP,,"108012380",1.321377113e-06,"29469",Thora Timber Workers' Cottages Group,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110014,"1110014",2561 Waterfall Way,Thora,Bellingen,LGOV,2561 WATERFALL WAY THORA,"152.7868037","-30.42580887",Great,"2454"
"12382","4607",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2011/11/11 00:00:00.000,2011/11/11 00:00:00.000,2013/08/16 00:00:00.000,Amendment No 1,,,,Item - Archaeological,A73,"Graves x 2, Early Urunga Cemetery",Local,,,,,2010-418,LEP,,"108012380",6.7651399e-08,,,,,,,,,,,,,
"12451","4679",Wollondilly Local Environmental Plan 2011,"8400",WOLLONDILLY,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2018/04/20 00:00:00.000,,,,,Item - Archaeological,A1,Darcy's House Site,Local,,,,,2011-85,LEP,,"108012546",1.22777237e-07,"6227",Darcy's House Site,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2690093,"2690093",51 Appin Road,Appin,Wollondilly,"0","0","0","0","0","0"
"12454","4682",Wollondilly Local Environmental Plan 2011,"8400",WOLLONDILLY,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2018/04/20 00:00:00.000,,,,,Item - Archaeological,A9,Stonequarry Creek Swimming Pool (Old),Local,,,,,2011-85,LEP,,"108012546",1.50891992e-07,,,,,,,,,,,,,
"12460","4688",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"7103",Mt Pleasant Colliery,Local,,,,,2010-76,LEP,,"108012422",1.1008102774e-05,,,,,,,,,,,,,
"12461","4689",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"5953",Former Dapto Smelter,Local,,,,,2010-76,LEP,,"108012422",6.938902061e-06,,,,,,,,,,,,,
"12477","4705",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"61064",Biddulph Farm,Local,,,,,2010-76,LEP,,"108012422",4.863716913e-05,,,,,,,,,,,,,
"12512","4741",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6348",Coal Cliff Colliery Jetty Mine - Including Entrance Portal,Local,,,,,2010-76,LEP,,"108012422",4.4164025894e-05,,,,,,,,,,,,,
"12538","4767",Tweed Local Environmental Plan 2014,"7550",TWEED,2014/04/04 00:00:00.000,2014/04/04 00:00:00.000,2014/04/04 00:00:00.000,,,,,Item - Archaeological,A4,Taranora Park - site of Cedar Getters Camp,State,,,,,2014-177,LEP,,"108012500",5.97690359e-07,"27887",Taranora Park - site of Cedar Getters Camp,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2520494,"2520494",Dry Dock Road,Tweed Heads South,Tweed,"0","0","0","0","0","0"
"12545","4774",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6123",Cemetery,Local,,,,,2010-76,LEP,,"108012422",5.065990081e-06,,,,,,,,,,,,,
"12546","4775",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"5928",South Bulli Colliery,State,,,,,2010-76,LEP,,"108012422",6.7253723046e-05,,,,,,,,,,,,,
"12563","4792",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6406","Site Of Cokeworks, Including Remains Of Coke Oven",State,,,,,2010-76,LEP,,"108012422",8.0454811e-08,,,,,,,,,,,,,
"12593","4823",Cessnock Local Environmental Plan 2011,"1720",CESSNOCK,2011/12/23 00:00:00.000,2011/12/23 00:00:00.000,2016/04/08 00:00:00.000,,,,,Item - Archaeological,I90,Greta Migrant Camp Group,Local,,,,,2011-702,LEP,,"108012514",0.000351027440502,,,,,,,,,,,,,
"12613","4843",Kiama Local Environmental Plan 2011,"4400",KIAMA,2011/12/16 00:00:00.000,2011/12/16 00:00:00.000,2017/12/22 00:00:00.000,,,,,Item - Archaeological,A168,Little Blow Hole,Local,,,,,2011-680,LEP,,"108012485",5.27702468e-07,,,,,,,,,,,,,
"12625","4855",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"7101",Kemira Colliery,State,,,,,2010-76,LEP,,"108012422",1.5583525055e-05,,,,,,,,,,,,,
"12734","4972",Clarence Valley Local Environmental Plan 2011,"1730",CLARENCE VALLEY,2011/12/23 00:00:00.000,2011/12/23 00:00:00.000,2018/05/18 00:00:00.000,,,,,Item - General,I184,Lionsville village archaeological site,Local,,,,,2011-701,LEP,,"108012388",1.919824626e-06,,,,,,,,,,,,,
"12829","5069",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"7104",Nebo Colliery,State,,,,,2010-76,LEP,,"108012422",1.285273629e-05,,,,,,,,,,,,,
"12847","5087",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6407",Site Of Earliest Courthouse And Lock Up,Local,,,,,2010-76,LEP,,"108012422",2.02252522e-07,,,,,,,,,,,,,
"12894","5134",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"5924","Bulli Collieries- (shaft No 1 & 2, Old Bulli Pit Top, Old Bulli Furnace Shaft & Pitt Town Remains)",State,,,,,2010-76,LEP,,"108012422",4.3468317017e-05,,,,,,,,,,,,,
"12901","5141",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6480",Corrimal Colliery,State,,,,,2010-76,LEP,,"108012422",1.9742369204e-05,,,,,,,,,,,,,
"12983","5229",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6358",Site Of Captain Westmacott Homestead,Local,,,,,2010-76,LEP,,"108012422",6.2567779e-08,,,,,,,,,,,,,
"13004","5250",Kiama Local Environmental Plan 2011,"4400",KIAMA,2011/12/16 00:00:00.000,2011/12/16 00:00:00.000,2017/12/22 00:00:00.000,,,,,Item - Archaeological,A65,Woodstock Saw Mill Site,Local,,,,,2011-680,LEP,,"108012485",2.2420413188e-05,,,,,,,,,,,,,
"13047","5293",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A006,Ngindi Baabili Tubbiabri (Aboriginal section of the Moree Cemetery),State,,,,,2011-646,LEP,,"108012531",1.242674443e-06,,,,,,,,,,,,,
"13048","5294",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A007,Berrygill Creek area,State,,,,,2011-646,LEP,,"108012531",0.001993408906856,,,,,,,,,,,,,
"13059","5310",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"7100",Wongawilli  Colliery,State,,,,,2010-76,LEP,,"108012422",3.7390249872e-05,,,,,,,,,,,,,
"13060","5311",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6101",Site Of Former Cottage,Local,,,,,2010-76,LEP,,"108012422",1.87589649e-07,,,,,,,,,,,,,
"13143","5402",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6408",Former Mt Keira Inn,Local,,,,,2010-76,LEP,,"108012422",8.74797479e-07,"19566",Moreton Bay Fig,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2700791,"2700791",55-59 Princes Highway,West Wollongong,Wollongong City,LGOV,55-59 PRINCES HIGHWAY WEST WOLLONGONG,"150.8650484","-34.43342822",Great,"2500"
"13187","5452",Cessnock Local Environmental Plan 2011,"1720",CESSNOCK,2011/12/23 00:00:00.000,2011/12/23 00:00:00.000,2016/04/08 00:00:00.000,,,,,Item - Archaeological,I173,Happy Valley Winery & Vineyard (former),Local,,,,,2011-702,LEP,,"108012514",1.9530340978e-05,"10826",Happy Valley Winery and Vineyard (Site of Former),http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1340169,"1340169",310 Oakey Creek Rd,Pokolbin,Cessnock,LGOV,310 OAKEY CREEK ROAD POKOLBIN,"151.3098238","-32.81129654",Great,"2320"
"13221","5487",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6257",Former Railway Route,Local,,,,,2010-76,LEP,,"108012422",2.710512945e-06,,,,,,,,,,,,,
"13226","5492",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6344",Seawall,Local,,,,,2010-76,LEP,,"108012422",1.4999614e-07,,,,,,,,,,,,,
"13230","5496",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"5922",Coalcliff Colliery - Shaft Mine Including Coke Ovens,State,,,,,2010-76,LEP,,"108012422",3.68633664e-07,,,,,,,,,,,,,
"13270","5537",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6345",Railway Tunnel (disused),Local,,,,,2010-76,LEP,,"108012422",2.884060905e-06,,,,,,,,,,,,,
"13272","5540",Kiama Local Environmental Plan 2011,"4400",KIAMA,2011/12/16 00:00:00.000,2011/12/16 00:00:00.000,2017/12/22 00:00:00.000,,,,,Item - Archaeological,A1,Bombo Headland Quarry Geological Site,State,,,,,2011-680,LEP,,"108012485",3.1660093555e-05,,,,,,,,,,,,,
"13273","5541",Kiama Local Environmental Plan 2011,"4400",KIAMA,2011/12/16 00:00:00.000,2011/12/16 00:00:00.000,2017/12/22 00:00:00.000,,,,,Item - Archaeological,A170,Bush Bank Steam Flour Mill (ruin),Local,,,,,2011-680,LEP,,"108012485",3.7189238e-08,,,,,,,,,,,,,
"13405","5687",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"5920",Railway Viaduct,State,,,,,2010-76,LEP,,"108012422",2.860717814e-06,,,,,,,,,,,,,
"13437","5719",Yass Valley Local Environmental Plan 2013,"8710",YASS VALLEY,2013/07/19 00:00:00.000,2013/07/19 00:00:00.000,2013/07/19 00:00:00.000,,,,,Item - General,I096,"Jeir Station-homestead, gravesite and archaeological remains",Local,,,,,2013-391,LEP,,"108012547",0.000116753353268,,,,,,,,,,,,,
"13486","5770",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2010/02/26 00:00:00.000,2010/02/26 00:00:00.000,2018/06/08 00:00:00.000,,,,,Item - Archaeological,"6482","Railway Tunnel(disused), Railway Station Platform, Railway Tunnels",Local,,,,,2010-76,LEP,,"108012422",3.474787263e-06,,,,,,,,,,,,,
"13538","5839",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A002,Boobera Lagoon,State,,,,,2011-646,LEP,,"108012531",0.002325037043192,,,,,,,,,,,,,
"13539","5840",Moree Plains Local Environmental Plan 2011,"5300",MOREE PLAINS,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,2011/12/09 00:00:00.000,,,,,Item - Archaeological,A003,Euraba Mission Area & Cemetery,State,,,,,2011-646,LEP,,"108012531",0.000872652733051,,,,,,,,,,,,,
