ID,Title,site_name,Short_site_name,Author,Organisation,Client,Year,item_link,Document Type,NSW Historic Theme,Original Document Quality,Contributor,Site Location,County,LGA,Address (export),Verified Address,Longitude,Latitude,Location Confidence,Suburb
446,"Chullora Railway Workshops. A Description of the Buildings, Fabric and Operations. Draft Final Report.",Chullora Railway Workshops,Chullora Railway Workshops,Stacy M. | Godden D. | Sheppard J. | ,Godden Mackay Pty Ltd | ,Property Services Group,1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15429_ID_GoddenMackay1991ChulloraRailBuildingsArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy | Poor quality image reproduction,Godden Mackay Logan Collection,"Originally bounded by the Hume Highway on the south east, Brunker Rd on the south, Rookwood Rd on the west and the Enfield-Regents Park Railway line to the north.",Cumberland,Strathfield Municipal Council,No Street Address,not verified,not known,not known,unknown,['CHULLORA']
447,Chullora Railway Workshops. Heritage Assessment.,Chullora Railway Workshops,Chullora Railway Workshops,Godden D. | Sheppard J. | Johnson B. | ,Godden Mackay Pty Ltd | ,Planning Workshop,1990,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15465_ID_GoddenMackay1990ChulloraRailWorkshopsHrtgAssess.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Godden Mackay Logan Collection,"Originally bounded by the Hume Highway on the south east, Brunker Rd on the south, Rookwood Rd on the west and the Enfield-Regents Park Railway line to the north.",Cumberland,Strathfield Municipal Council,No Street Address,not verified,not known,not known,unknown,['CHULLORA']
449,Circular Quay Railway Station Drain Trench Watching Brief.,Circular Quay Railway Station,Circular Quay Railway Station,Stocks R. | ,,Archaeologist E. Higginbotham,1988,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22447_ID_Stocks1988CircularQuayRailwayDrainTrenchMon.pdf;query=;brand=default,Excavation Report,,Photocopy,Heritage Branch Library Collection,Circular Quay Railway Station,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
316,"Archival and Archaeological Report. The Kitchen Annexe to the Military Guardroom, Cockatoo Island.",Cockatoo Island,Cockatoo Island,Thorp W. | ,,Department of Housing and Construction.,1981,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13816_ID_Thorp1981KitchenOfMilitaryGuardroomCockatooIslandArchAssess.pdf;query=;brand=default,Survey/Assessment,Convict | Domestic life | Law and order | Welfare | ,Original master copy,Wendy Thorp Collection,"Cockatoo Island, Sydney",Cumberland,,No Street Address,not verified,not known,not known,unknown,[]
858,Historical Equipment and Facilities Cockatoo Island. Stage 1 Report.,Cockatoo Island,Cockatoo Island,Whittaker W. | ,Balint Godden Whittaker Associates | ,Department of Housing and Construction Sydney,1982,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13933_ID_Whittaker1982CockatooIslandStage1ArchAssess.pdf;query=;brand=default,Survey/Assessment,Convict | Defence | Government and administration | Industry | ,Photocopy | Poor quality image reproduction,Judy Birmingham Collection,"Cockatoo Island, Sydney Harbour",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1382,"Report of Archaeological Supervision Substations ""F"" and ""G"", Cockatoo Island.",Cockatoo Island,Cockatoo Island,Thorp W. | ,,Department of Housing and Construction.,1982,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13887_ID_Thorp1982SubstationsCockatooIslandExcavRpt.pdf;query=;brand=default,Excavation Report,Convict | Industry | ,Original master copy,Wendy Thorp Collection,"Cockatoo Island, Sydney",Cumberland,,No Street Address,not verified,not known,not known,unknown,[]
502,"Constitution Hill Grand United Centenary Centre Toongabbie, Sydney. Assessment of Significance of Three Sandstone Quarries.","Constitution Hill Grand United Centenary Centre, Toongabbie",Constitution Hill Grand United Centenary Centre,,"Anne Bickford and Associates, Heritage Consultants | ",Planning Workshop,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13030_ID_BickfordAssoc1993ConstitutionHillToongabbieArchAssess.pdf;query=;brand=default,Survey/Assessment,Industry | ,Original master copy,Anne Bickford Collection,"Bounded by Old Windsor Rd, Hammers Rd, and Toongabbie Creek, Toongabbie",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,"['TOONGABBIE', 'SYDNEY', 'CONSTITUTION HILL']"
513,"Crescent Reach Reserve, South Maroota. European Heritage Issues.","Crescent Reach Reserve, South Maroota",Crescent Reach Reserve,Thorp W. | ,Cultural Resources Management | ,Spackman and Mossop,2002,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13796_ID_Thorp2002CrescentReachReserveSouthMarootaHrtgRpt.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Wendy Thorp Collection,"Cresent Reach Reserve, South Maroota",Cumberland,The Hills Shire Council,No Street Address,not verified,not known,not known,unknown,"['SOUTH MAROOTA', 'MAROOTA']"
361,"Behind Every Bone, There is a Great Animal: Analysis of Faunal Remains from the CSR Site at Pyrmont.","CSR Site, Jacksons Landing, Pyrmont",CSR Site,Torres C. F. | ,University of Sydney | ,,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13928_ID_Torres1997FaunalRemainsCSRSitePyrmontStudentThesis.pdf;query=;brand=default,Thesis/Student paper,"Domestic life | Towns, suburbs and villages | ",Original master copy,USyD SOPHI Theses Library,"Pyrmont, Sydney",Cumberland,,No Street Address,not verified,not known,not known,unknown,['PYRMONT']
590,"Drainage Diversion, Fleet Street, North Parramatta, N.S.W. Report on Archaeological Watching Brief, 1990.","Cumberland Hospital, Parramatta",Cumberland Hospital,,Edward Higginbotham and Associates Pty Ltd. | ,"Public Works Department, N.S.W.",1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13180_ID_Higginbotham1991DrainDiversionParraExcavRpt.pdf;query=;brand=default,Excavation Report,Utilities | ,Original master copy,Edward Higginbotham Collection,"Fleet Street, Parramatta, N.S.W",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,"['PARRAMATTA', 'NORTH PARRAMATTA']"
129,"Archaeological Assessment of the Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta, N.S.W. for the Cumberland Hospital Conservation Plan.","Cumberland Hospital, Parramatta",Cumberland Hospital,,Edward Higginbotham and Associates Pty Ltd. | ,N.S.W. Health Department,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13175_ID_Higginbotham1992ArchAssessAprilCumberlandHospitalHrtgPrecinct.pdf;query=;brand=default,Survey/Assessment,Convict | Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta. NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
488,"Conservation Plan for the Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta, N.S.W.","Cumberland Hospital, Parramatta",Cumberland Hospital,,Edward Higginbotham and Associates Pty Ltd. | ,N.S.W. Health Department,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13170_ID_Higginbotham1992CumberlandHospitalHrtgPrecinctConservPlan.pdf;query=;brand=default,Survey/Assessment,Convict | Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta. NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
489,"Conservation Plan for the Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta, N.S.W. Archaeological Assessment.","Cumberland Hospital, Parramatta",Cumberland Hospital,,Edward Higginbotham and Associates Pty Ltd. | ,N.S.W. Health Department,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13168_ID_Higginbotham1992CumberlandHospitalHrtgPrecinctArchAssess.pdf;query=;brand=default,Survey/Assessment,Convict | Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta. NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
490,"Conservation Plan for the Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta, N.S.W. Historian's Report.","Cumberland Hospital, Parramatta",Cumberland Hospital,,Edward Higginbotham and Associates Pty Ltd. | ,N.S.W. Health Department,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13172_ID_Higginbotham1992CumberlandHospitalHrtgPrecinctHistorianRpt.pdf;query=;brand=default,Survey/Assessment,Convict | Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta. NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
491,"Conservation Plan for the Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta, N.S.W. Inventory.","Cumberland Hospital, Parramatta",Cumberland Hospital,,Edward Higginbotham and Associates Pty Ltd. | ,N.S.W. Health Department,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13196_ID_Higginbotham1992CumberlandHospitalHrtgPrecinctInventory.pdf;query=;brand=default,Survey/Assessment,Convict | Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta. NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
527,The Cumberland Street/ Gloucester Street Site. Archaeological Investigation. Archaeological Assessment and Research Design.,"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,,Godden Mackay Pty Ltd in conjunction with Grace Karskens | ,The Sydney Cove Authority | The Heritage Council of Australia,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13133_ID_GoddenMackay1994CUGLArchAssessResearchDes.pdf;query=;brand=default,Survey/Assessment,"Commerce | Convict | Domestic life | Towns, suburbs and villages | ",Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
528,The Cumberland Street/ Gloucester Street Site. Archaeological Investigation. Preliminary Management Report.,"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,,Godden Mackay Pty Ltd | ,The Sydney Cove Authority,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13132_ID_GoddenMackay1994CUGLPrelimMgmtRpt.pdf;query=;brand=default,Excavation Report,"Commerce | Convict | Domestic life | Towns, suburbs and villages | ",Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
530,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 1. Executive Summary. [Black and white version],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | Kelly M. | Mackay R. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15468_ID_GoddenMackay1996CUGLVol1ExecSummaryBW.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
531,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 1. Executive Summary. [Colour version 1 of 2 pdfs],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | Kelly M. | Mackay R. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15470_ID_GoddenMackay1996CUGLVol1ExecSummaryColour1of2.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
532,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 1. Executive Summary. [Colour version 2 of 2 pdfs],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | Kelly M. | Mackay R. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15466_ID_GoddenMackay1996CUGLVol1ExecSummaryColour2of2.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
533,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4. Part 2. Specialist Reports. [Ceramics],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Wilson G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15442_ID_GoddenMackay1996CUGLVol4Part2SpecialistRptsCeramics.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
534,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Black and white version],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15428_ID_GoddenMackay1996CUGLVol2MainRptBW.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
535,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 1 of 8 pdfs],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15461_ID_GoddenMackay1996CUGLVol2MainRptColour1of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
536,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 2 of 8 pdfs],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15422_ID_GoddenMackay1996CUGLVol2MainRptColour2of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
537,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 3 of 8 pdfs],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15452_ID_GoddenMackay1996CUGLVol2MainRptColour3of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
538,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 4 of 8 pdfs],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15471_ID_GoddenMackay1996CUGLVol2MainRptColour4of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
539,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 5 of 8 pdfs],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15421_ID_GoddenMackay1996CUGLVol2MainRptColour5of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
540,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 6 of 8 pdfs],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15473_ID_GoddenMackay1996CUGLVol2MainRptColour6of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
541,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 7 of 8 pdfs],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15456_ID_GoddenMackay1996CUGLVol2MainRptColour7of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
542,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 8 of 8 pdfs],"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15462_ID_GoddenMackay1996CUGLVol2MainRptColour8of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
543,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 3. Part 2. Trench Reports.,"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Carney M. | Holmes K. | Iacono N. | Steele D. | Wilson G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15427_ID_GoddenMackay1996CUGLVol3Part2TrenchRpts.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
544,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 5. Artefact Database. Part 1.,"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15455_ID_GoddenMackay1996CUGLVol5Pt1ArtefactDatabase.pdf;query=;brand=default,Artefact Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
545,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 5. Artefact Database. Part 2.,"Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15459_ID_GoddenMackay1996CUGLVol5Pt2ArtefactDatabase.pdf;query=;brand=default,Artefact Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
529,"The Cumberland Street/ Gloucester Street Site, The Rocks. An Historical Discourse.","Cumberland Street/ Gloucester Street Site, The Big Dig Site",Cumberland Street/ Gloucester Street Site,Karskens G. | ,Godden Mackay Logan Pty Ltd | The Sydney Cove Authority | ,The Sydney Cove Authority,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13211_ID_Karskens1994CUGLTheRocksHistoricalAnalysis.pdf;query=;brand=default,Historical Research,"Commerce | Convict | Domestic life | Towns, suburbs and villages | ",Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['THE ROCKS']
521,The Cumberland/ Gloucester Street Site. Archaeological Investigation. Preliminary Management Report.,"Cumberland/ Gloucester Street Site, The Big Dig Site",Cumberland/ Gloucester Street Site,,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15457_ID_GoddenMackay1994CUGLPrelimMgmtRpt.pdf;query=;brand=default,Heritage/Conservation,,Original master copy | Poor quality image reproduction,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
522,"Cumberland/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4 Part 1. Specialist Reports. [Glass, Building Materials]","Cumberland/ Gloucester Street Site, The Big Dig Site",Cumberland/ Gloucester Street Site,Carney M. | Barnes K. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15469_ID_GoddenMackay1996CUGLVol4Part1SpecialistRptsGlassBldingMaterials.pdf;query=;brand=default,Artefact Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
523,Cumberland/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4 Part 3. Specialist Reports. [Metal],"Cumberland/ Gloucester Street Site, The Big Dig Site",Cumberland/ Gloucester Street Site,Holmes K. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15435_ID_GoddenMackay1996CUGLVol4Part3SpecialistRptsMetal.pdf;query=;brand=default,Artefact Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
524,Cumberland/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4 Part 4. Specialist Reports. [Miscellaneous and Leather],"Cumberland/ Gloucester Street Site, The Big Dig Site",Cumberland/ Gloucester Street Site,Iacono N. | Bower R. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15444_ID_GoddenMackay1996CUGLVol4Part4SpecialistRptsMiscLeather.pdf;query=;brand=default,Artefact Report,,Original master copy | Poor quality image reproduction,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
525,"Cumberland/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4 Part 5. Specialist Reports. [Bone and Shell, Coins, Tokens and Medals]","Cumberland/ Gloucester Street Site, The Big Dig Site",Cumberland/ Gloucester Street Site,Steele D. | Johnson W. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15440_ID_GoddenMackay1996CUGLVol4Part5SpecialistRptsBoneShellCoinsTokensMedals.pdf;query=;brand=default,Artefact Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
526,"Cumberland/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4 Part 6. Specialist Reports. [Soil, Parasites, Plants, Pollen]","Cumberland/ Gloucester Street Site, The Big Dig Site",Cumberland/ Gloucester Street Site,Lawrie R. | Everett C. | McPhail M. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15433_ID_GoddenMackay1996CUGLVol4Part6SpecialistRptsSoilPlantPollen.pdf;query=;brand=default,Artefact Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
274,"Archaeological Strategy. Customs House, Sydney.","Customs House, Sydney",Customs House,Thorp W. | ,Cultural Resources Management | ,Sydney City Council,2003,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13849_ID_Thorp2003CustomsHouseSydneyArchStrategyRpt.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Wendy Thorp Collection,"Alfred Street, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
708,George Salter and his House 1796-1817. Research Report by Michael Flynn.,"Dairy Cottage, Parramatta Park",Dairy Cottage,Flynn M. | ,,,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13088_ID_Flynn1994GeorgeSalterHouseHistoricalRpt.pdf;query=;brand=default,Historical Research,Domestic life | ,Photocopy,Judy Birmingham Collection,"Parramatta, NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,[]
98,"Archaeological Assessment Darling Island, Pyrmont.","Darling Island, Pyrmont",Darling Island,Thorp W. | ,Wendy Thorp | PPK Consultants Pty Ltd | ,City West Development Corporation,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13507_ID_Thorp1994DarlingIslandPyrmontArchAssess.pdf;query=;brand=default,Excavation Report,Defence | Industry | Transport | ,Original master copy,Wendy Thorp Collection,"Darling Island, Pyrmont, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['PYRMONT']
484,Conservation Plan. Darling Island and Pyrmont Bay Wharves and Elements of the Darling Harbour Railway. Pyrmont Bay.,"Darling Island, Pyrmont",Darling Island,Thorp W. | ,In association with McDonald McPhee Pty Ltd | Godden Mackay Pty Ltd | ,Property Services Group,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13443_ID_Thorp1993DarlingIsPyrmontBayWharvesConservPlan.pdf;query=;brand=default,Heritage/Conservation,Commerce | Industry | Transport | ,Original master copy,Wendy Thorp Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['PYRMONT']
555,Darlinghurst Gaol (East Sydney Technical College). An Assessment of the Significance of the Fabric from the Period 1921 to 1987.,"Darlinghurst Gaol, National Art School",Darlinghurst Gaol,Thorp W. | ,,Schwager Brooks and Partners Pty Ltd,1987,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13449_ID_Thorp1987DarlinghurstGaolArchAssess.pdf;query=;brand=default,Survey/Assessment,Education | ,Original master copy,Wendy Thorp Collection,"East Sydney Technical College, Darlinghurst NSW",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,"['SYDNEY', 'DARLINGHURST']"
