ID,Title,Author,Organisation,Client,Year,item_link,Document Type,NSW Historic Theme,Original Document Quality,Contributor,Site Location,County,LGA,Address (export),Verified Address,Longitude,Latitude,Location Confidence,Suburb
477,"Conservation Area Studies. Holtermann Estate A,B,C,D and Lady Hay Estate (Crows Nest Road), North Sydney.",Thorp W. | Wright M | Staas R. | ,,North Sydney Council,1998,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13868_ID_ThorpEtal1998HoltermannEstLadyHayEstNorthSydneyConservPlan.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Wendy Thorp,Crows Nest Road,Cumberland,North Sydney Council,No Street Address,not verified,not known,not known,unknown,"['CROWS NEST', 'NORTH SYDNEY', 'SYDNEY']"
479,"Conservation Management Plan. Elouera Estate Road Relic. Former New Line Road, Dural.",Thorp W. | ,Cultural Resources Management | ,Australand Holdings Ltd,1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13586_ID_Thorp1999ElouraEstateRoadRelicDuralConservPlan.pdf;query=;brand=default,Heritage/Conservation,Transport | ,Original master copy,Wendy Thorp Collection,"Eastern side of New Line Road to the north-east of its junction with Hastings Rd, Dural.",Cumberland,The Council of the Shire of Hornsby,No Street Address,not verified,not known,not known,unknown,['DURAL']
480,Conservation Management Plan for the Grounds and Companion Buildings of Eskbank House.,Rufus I. | ,,,2012,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13951_ID_RufusNDEskbankHouseLithgowConservPlan.pdf;query=;brand=default,Heritage/Conservation,Accommodation | Domestic life | ,Photocopy | Poor quality image reproduction,Ian Jack Collection,Lithgow,Cook,City of Lithgow Council,No Street Address,not verified,not known,not known,unknown,[]
482,"Conservation Plan and Heritage Impact Statement. Richardson's Lookout, Warren Park, Marrickville.",Thorp W. | ,,Marrickville Council,1998,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13553_ID_Thorp1998RichardsonsLookoutMarrickvilleConservPlan.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Wendy Thorp,"Holt Cres, Warren Park, Marrickville",Cumberland,Marrickville Council,No Street Address,not verified,not known,not known,unknown,['MARRICKVILLE']
483,"Conservation Plan Balmain Hospital, Booth Street, Balmain.",Thorp W. | ,Brian McDonald and Associates | Wendy Thorp | ,Central Sydney Area Health Services,1995,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13521_ID_Thorp1995BalmainHospitalConservPlan.pdf;query=;brand=default,Heritage/Conservation,Government and administration | Health | ,Original master copy,Wendy Thorp Collection,"Booth Street, Balmain, Sydney",Cumberland,Leichhardt Municipal Council,No Street Address,not verified,not known,not known,unknown,['BALMAIN']
484,Conservation Plan. Darling Island and Pyrmont Bay Wharves and Elements of the Darling Harbour Railway. Pyrmont Bay.,Thorp W. | ,In association with McDonald McPhee Pty Ltd | Godden Mackay Pty Ltd | ,Property Services Group,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13443_ID_Thorp1993DarlingIsPyrmontBayWharvesConservPlan.pdf;query=;brand=default,Heritage/Conservation,Commerce | Industry | Transport | ,Original master copy,Wendy Thorp Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['PYRMONT']
488,"Conservation Plan for the Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta, N.S.W.",,Edward Higginbotham and Associates Pty Ltd. | ,N.S.W. Health Department,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13170_ID_Higginbotham1992CumberlandHospitalHrtgPrecinctConservPlan.pdf;query=;brand=default,Survey/Assessment,Convict | Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta. NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
489,"Conservation Plan for the Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta, N.S.W. Archaeological Assessment.",,Edward Higginbotham and Associates Pty Ltd. | ,N.S.W. Health Department,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13168_ID_Higginbotham1992CumberlandHospitalHrtgPrecinctArchAssess.pdf;query=;brand=default,Survey/Assessment,Convict | Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta. NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
490,"Conservation Plan for the Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta, N.S.W. Historian's Report.",,Edward Higginbotham and Associates Pty Ltd. | ,N.S.W. Health Department,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13172_ID_Higginbotham1992CumberlandHospitalHrtgPrecinctHistorianRpt.pdf;query=;brand=default,Survey/Assessment,Convict | Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta. NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
491,"Conservation Plan for the Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta, N.S.W. Inventory.",,Edward Higginbotham and Associates Pty Ltd. | ,N.S.W. Health Department,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13196_ID_Higginbotham1992CumberlandHospitalHrtgPrecinctInventory.pdf;query=;brand=default,Survey/Assessment,Convict | Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta. NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
493,"Conservation Plan: ""Glenwood Park"" Parklea, NSW.",Thorp W. | Phillips P. | Mather I. | ,,Department of Housing,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13865_ID_ThorpEtal1993GlenwoodParkParkleaConservPlan.pdf;query=;brand=default,Heritage/Conservation,Agriculture | Domestic life | ,Original master copy,Wendy Thorp Collection,"Glenwood Park, Parklea",Cumberland,Blacktown City Council,No Street Address,not verified,not known,not known,unknown,"['PARKLEA', 'GLENWOOD']"
494,"Conservation Plan. Luke Muras Building, Waterloo.",Thorp W. | ,Cultural Resources Management | ,St Hilliers Pty  Ltd,1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13585_ID_Thorp1999LukeMarasBuildingWaterlooConservPlan.pdf;query=;brand=default,Heritage/Conservation,Commerce | Industry | ,Original master copy,Wendy Thorp Collection,"Chubb Building site, western end with frontages to Powell and Short Streets",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['WATERLOO']
496,"Conservation Plan. The Former William Thompson Masonic School, Now Balcombe Heights Community Centre, Baulkham Hills.",Thorp W. | Wright M. | Staas R. | ,,,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13892_ID_ThorpEtal1997ThompsonMasonicSchoolBaulkhamHillsConservPlan.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Wendy Thorp,"Seven Hills Road, Baulkham Hill",Cumberland,The Hills Shire Council,No Street Address,not verified,not known,not known,unknown,['BAULKHAM HILLS']
498,Conservation Policy for The Cemetery. Randwick Destitute Children's Asylum.,,The Eastern Sydney Area Health Service | ,The Eastern Sydney Area Health Service,1995,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22449_ID_Noauthor1995ConPolRandDestChildrenAsylumCem.pdf;query=;brand=default,Heritage/Conservation,,Photocopy,Heritage Branch Library Collection,"Malabar Road, Coogee, NSW 2034",Cumberland,Randwick City Council,No Street Address,not verified,not known,not known,unknown,['RANDWICK']
499,A Conservation Policy for the City of Greater Lithgow.,Schulstad W. | ,NSW Institute of Technology | ,,1978,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13983_ID_Schulstad1978GreaterCityLithgowConservPolicyStudentThesis.pdf;query=;brand=default,Thesis/Student paper,"Commerce | Industry | Towns, suburbs and villages | Transport | ",Photocopy,Ian Jack Collection,Lithgow,Cook,City of Lithgow Council,No Street Address,not verified,not known,not known,unknown,[]
500,Conservation Study of 'Heritage Park' Castle Hill.,Bickford A. | ,,NSW Department of Housing,1990,http://nswaol.library.usyd.edu.au/view?docId=pdfs/12950_ID_Bickford1990HeritagePkCastleHillConservStudy.pdf;query=;brand=default,Heritage/Conservation,Agriculture | Education | Government and administration | Health | ,Original master copy,Anne Bickford Collection,"Bounded by Old Northern Rd and Old Castle Hill Rd, Castle Hill",Cumberland,The Hills Shire Council,No Street Address,not verified,not known,not known,unknown,['CASTLE HILL']
502,"Constitution Hill Grand United Centenary Centre Toongabbie, Sydney. Assessment of Significance of Three Sandstone Quarries.",,"Anne Bickford and Associates, Heritage Consultants | ",Planning Workshop,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13030_ID_BickfordAssoc1993ConstitutionHillToongabbieArchAssess.pdf;query=;brand=default,Survey/Assessment,Industry | ,Original master copy,Anne Bickford Collection,"Bounded by Old Windsor Rd, Hammers Rd, and Toongabbie Creek, Toongabbie",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,"['TOONGABBIE', 'SYDNEY', 'CONSTITUTION HILL']"
503,Contextual Report Bigge Park Liverpool.,Thorp W. | ,Wendy Thorp | ,Edaw,1995,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13399_ID_Thorp1995BiggeParkLiverpoolHistoricalRpt.pdf;query=;brand=default,Historical Research,"Environment - cultural landscape | Land tenure | Leisure | Towns, suburbs and villages | ",Original master copy,Wendy Thorp Collection,"Moore, Elizabeth, Bigge and College Streets, Liverpool, NSW 2170",Cumberland,Liverpool City Council,No Street Address,not verified,not known,not known,unknown,['LIVERPOOL']
504,Contextual Report Pioneer's Memorial Park Liverpool.,Thorp W. | ,Wendy Thorp | ,Edaw,1995,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13505_ID_Thorp1995PioneersMemorialPkLiverpoolArchAssess.pdf;query=;brand=default,Survey/Assessment,Birth and Death | Leisure | ,Original master copy,Wendy Thorp Collection,"Macquarie, Campbell, Northumberland Streets and the Hume Highway, Liverpool, NSW 2170",Cumberland,Liverpool City Council,No Street Address,not verified,not known,not known,unknown,['LIVERPOOL']
505,Convict Accommodation. [NSW],Thorp W. | ,Wendy Thorp | ,NSW National Parks and Wildlife Service,1987,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13853_ID_Thorp1987ConvictAccommodationNSWHrtgRpt.pdf;query=;brand=default,Heritage/Conservation,Convict | ,Original master copy | Original master copy,Wendy Thorp Collection,New South Wales,,,No Street Address,not verified,not known,not known,unknown,[]
506,Convict Lumber Yard Site. Archaeological Assessment and Heritage Conservation Advice. Final Report.,,Godden Mackay Pty Ltd | ,Planning Workshop | Rankine and Hill Pty Ltd | Council of the City of Newcastle,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13079_ID_GoddenMackay1992ConvictLumberYdFinalRptArchAssess.pdf;query=;brand=default,Survey/Assessment,Convict | Industry | Labour | ,Original master copy,Godden Mackay Logan Collection,"Between Bond St and Scott St, East Newcastle",Northumberland,Newcastle City Council,No Street Address,not verified,not known,not known,unknown,[]
507,"Convicting Artefacts: Representation and the Convict Experience of Life, Illness and Death on Norfolk Island. Volume 1.",Starr F. | ,University of Sydney | ,,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13954_ID_Starr1997NorfolkIslandConvictArtefactsVol01StudentThesis.pdf;query=;brand=default,Thesis/Student paper,Convict | Government and administration | Health | Welfare | ,Original master copy | Poor quality image reproduction,USyD SOPHI Theses Library,Norfolk Island,,,No Street Address,not verified,not known,not known,unknown,[]
508,"Convicting Artefacts: Representation and the Convict Experience of Life, Illness and Death on Norfolk Island. Volume 2.",Starr F. | ,University of Sydney | ,,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/14003_ID_Starr1997NorfolkIslandConvictArtefactsVol02StudentThesis.pdf;query=;brand=default,Thesis/Student paper,Convict | Government and administration | Health | Welfare | ,Original master copy | Poor quality image reproduction,USyD SOPHI Theses Library,Norfolk Island,,,No Street Address,not verified,not known,not known,unknown,[]
510,Coppabella Blacksmith Conservation.,Winston-Gregson J. H. | ,Access Archaeology Pty Ltd | ,Australian Newsprint Mills Pty Ltd,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22436_ID_WinstonGregson1992CoppabellaBlacksmithArchAssess.pdf;query=;brand=default,Heritage/Conservation,,Original master copy | Poor quality text reproduction,Heritage Branch Library Collection,NSW,,,No Street Address,not verified,not known,not known,unknown,[]
513,"Crescent Reach Reserve, South Maroota. European Heritage Issues.",Thorp W. | ,Cultural Resources Management | ,Spackman and Mossop,2002,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13796_ID_Thorp2002CrescentReachReserveSouthMarootaHrtgRpt.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Wendy Thorp Collection,"Cresent Reach Reserve, South Maroota",Cumberland,The Hills Shire Council,No Street Address,not verified,not known,not known,unknown,"['SOUTH MAROOTA', 'MAROOTA']"
516,"Cultural Heritage Study. Alan Davidson Park, Wyoming.",Varman R.V.J. | ,,Gosford City Council,2004,http://nswaol.library.usyd.edu.au/view?docId=pdfs/16241_ID_Varman2004AlanDavidsonPkWyomingHrtgRpt.pdf;query=;brand=default,Heritage/Conservation,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Egerton Place, Wyoming",Northumberland,Gosford City Council,No Street Address,not verified,not known,not known,unknown,['DAVIDSON']
517,"Cultural Heritage Study. Alan Davidson Park, Wyoming. [Colour version 1 of 3 pdfs]",Varman R.V.J. | ,,Gosford City Council,2004,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15665_ID_Varman2004AlanDavidsonPkWyomingHrtgRptColour1of3.pdf;query=;brand=default,Heritage/Conservation,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Egerton Place, Wyoming",Northumberland,Gosford City Council,No Street Address,not verified,not known,not known,unknown,['DAVIDSON']
518,"Cultural Heritage Study. Alan Davidson Park, Wyoming. [Colour version 2 of 3 pdfs]",Varman R.V.J. | ,,Gosford City Council,2004,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15694_ID_Varman2004AlanDavidsonPkWyomingHrtgRptColour2of3.pdf;query=;brand=default,Heritage/Conservation,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Egerton Place, Wyoming",Northumberland,Gosford City Council,No Street Address,not verified,not known,not known,unknown,['DAVIDSON']
519,"Cultural Heritage Study. Alan Davidson Park, Wyoming. [Colour version 3 of 3 pdfs]",Varman R.V.J. | ,,Gosford City Council,2004,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15683_ID_Varman2004AlanDavidsonPkWyomingHrtgRptColour3of3.pdf;query=;brand=default,Heritage/Conservation,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Egerton Place, Wyoming",Northumberland,Gosford City Council,No Street Address,not verified,not known,not known,unknown,['DAVIDSON']
520,"Cultural Resources Report Comprising Archival and Archaeological Investigations of the Former Male Orphan School and Farm, Liverpool.",Thorp W. | ,,Heritage Council of New South Wales,1982,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13820_ID_Thorp1982MaleOrphanSchoolLiverpoolArchAssess.pdf;query=;brand=default,Survey/Assessment,Accommodation | Agriculture | Welfare | ,Original master copy,Wendy Thorp Collection,"Bonnyrigg House, Homestead Road, Bonnyrigg, NSW",Cumberland,Fairfield City Council,No Street Address,not verified,not known,not known,unknown,['LIVERPOOL']
521,The Cumberland/ Gloucester Street Site. Archaeological Investigation. Preliminary Management Report.,,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15457_ID_GoddenMackay1994CUGLPrelimMgmtRpt.pdf;query=;brand=default,Heritage/Conservation,,Original master copy | Poor quality image reproduction,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
522,"Cumberland/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4 Part 1. Specialist Reports. [Glass, Building Materials]",Carney M. | Barnes K. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15469_ID_GoddenMackay1996CUGLVol4Part1SpecialistRptsGlassBldingMaterials.pdf;query=;brand=default,Artefact Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
523,Cumberland/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4 Part 3. Specialist Reports. [Metal],Holmes K. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15435_ID_GoddenMackay1996CUGLVol4Part3SpecialistRptsMetal.pdf;query=;brand=default,Artefact Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
524,Cumberland/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4 Part 4. Specialist Reports. [Miscellaneous and Leather],Iacono N. | Bower R. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15444_ID_GoddenMackay1996CUGLVol4Part4SpecialistRptsMiscLeather.pdf;query=;brand=default,Artefact Report,,Original master copy | Poor quality image reproduction,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
525,"Cumberland/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4 Part 5. Specialist Reports. [Bone and Shell, Coins, Tokens and Medals]",Steele D. | Johnson W. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15440_ID_GoddenMackay1996CUGLVol4Part5SpecialistRptsBoneShellCoinsTokensMedals.pdf;query=;brand=default,Artefact Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
526,"Cumberland/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4 Part 6. Specialist Reports. [Soil, Parasites, Plants, Pollen]",Lawrie R. | Everett C. | McPhail M. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15433_ID_GoddenMackay1996CUGLVol4Part6SpecialistRptsSoilPlantPollen.pdf;query=;brand=default,Artefact Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
527,The Cumberland Street/ Gloucester Street Site. Archaeological Investigation. Archaeological Assessment and Research Design.,,Godden Mackay Pty Ltd in conjunction with Grace Karskens | ,The Sydney Cove Authority | The Heritage Council of Australia,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13133_ID_GoddenMackay1994CUGLArchAssessResearchDes.pdf;query=;brand=default,Survey/Assessment,"Commerce | Convict | Domestic life | Towns, suburbs and villages | ",Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
528,The Cumberland Street/ Gloucester Street Site. Archaeological Investigation. Preliminary Management Report.,,Godden Mackay Pty Ltd | ,The Sydney Cove Authority,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13132_ID_GoddenMackay1994CUGLPrelimMgmtRpt.pdf;query=;brand=default,Excavation Report,"Commerce | Convict | Domestic life | Towns, suburbs and villages | ",Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
529,"The Cumberland Street/ Gloucester Street Site, The Rocks. An Historical Discourse.",Karskens G. | ,Godden Mackay Logan Pty Ltd | The Sydney Cove Authority | ,The Sydney Cove Authority,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13211_ID_Karskens1994CUGLTheRocksHistoricalAnalysis.pdf;query=;brand=default,Historical Research,"Commerce | Convict | Domestic life | Towns, suburbs and villages | ",Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['THE ROCKS']
530,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 1. Executive Summary. [Black and white version],Karskens G. | Kelly M. | Mackay R. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15468_ID_GoddenMackay1996CUGLVol1ExecSummaryBW.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
531,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 1. Executive Summary. [Colour version 1 of 2 pdfs],Karskens G. | Kelly M. | Mackay R. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15470_ID_GoddenMackay1996CUGLVol1ExecSummaryColour1of2.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
532,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 1. Executive Summary. [Colour version 2 of 2 pdfs],Karskens G. | Kelly M. | Mackay R. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15466_ID_GoddenMackay1996CUGLVol1ExecSummaryColour2of2.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
533,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation 1994. Volume 4. Part 2. Specialist Reports. [Ceramics],Wilson G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15442_ID_GoddenMackay1996CUGLVol4Part2SpecialistRptsCeramics.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
534,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Black and white version],Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15428_ID_GoddenMackay1996CUGLVol2MainRptBW.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
535,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 1 of 8 pdfs],Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15461_ID_GoddenMackay1996CUGLVol2MainRptColour1of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
536,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 2 of 8 pdfs],Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15422_ID_GoddenMackay1996CUGLVol2MainRptColour2of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
537,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 3 of 8 pdfs],Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15452_ID_GoddenMackay1996CUGLVol2MainRptColour3of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
538,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 4 of 8 pdfs],Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15471_ID_GoddenMackay1996CUGLVol2MainRptColour4of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
539,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 5 of 8 pdfs],Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15421_ID_GoddenMackay1996CUGLVol2MainRptColour5of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
540,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 6 of 8 pdfs],Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15473_ID_GoddenMackay1996CUGLVol2MainRptColour6of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
541,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 7 of 8 pdfs],Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15456_ID_GoddenMackay1996CUGLVol2MainRptColour7of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
542,Cumberland Street/ Gloucester Streets Site. Archaeological Investigation. Volume 2. Main Report. [Colour version 8 of 8 pdfs],Karskens G. | ,Godden Mackay Pty Ltd | ,Sydney Cove Authority,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15462_ID_GoddenMackay1996CUGLVol2MainRptColour8of8.pdf;query=;brand=default,Excavation Report,,Original master copy,Godden Mackay Logan Collection,"Cumberland and Gloucester Streets, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
