project_id,Located_Title,site_name,Short_site_name,X,Y,results
474,"Archaeological assessment of 16 - 30 Bridge Street, Sydney, NSW",none found,none found,151.2085676,-33.863369,"[['none found', 'none found']]"
475,"Archaeological assessment: 179 bourke Street, Glen Innes, New South Wales: a report to Glen Innes Council","Bourke Street, East Sydney",Bourke Street,151.7366681,-29.73955136,"[['Bourke Street, East Sydney', 'Bourke Street']]"
476,"Historical and archaeological assessment of the Southern Cross Tower, 35 - 45 Wentworth Avenue, Sydney, NSW",none found,none found,151.2101175,-33.87875099,"[['none found', 'none found']]"
477,"Historical and archaeological assessment of Coolenberg, 60 Lake Road, Port Macquarie, NSW",none found,none found,152.9094703,-31.43975961,"[['none found', 'none found']]"
478,"Excavation permit application: 13 - 43 Systrum Street and 82 Mary Ann Street, Ultimo","Systrum Street, Ultimo",Systrum Street,151.2001687,-33.87970054,"[['Systrum Street, Ultimo', 'Systrum Street']]"
479,"Proposed redevelopment of 400 George Street, Sydney: geotechnical investigation",none found,none found,151.2073685,-33.8690531,"[['none found', 'none found']]"
480,Information to accompany application under section 139: 400 George Street [Sydney],none found,none found,151.2073685,-33.8690531,"[['none found', 'none found']]"
481,"Application for an excavation permit: 456 Church Street, Parramatta, NSW",none found,none found,151.0062237,-33.80593198,"[['none found', 'none found']]"
482,"Report on the archaeological test excavation programme & monitoring for the proposed Office Works Superstore, 41 - 53 George Street, Parramatta",none found,none found,151.0042441,-33.81415075,"[['none found', 'none found']]"
483,"1-9 Pyrmont Bridge Road, Pyrmont: archaeological monitoring report",none found,none found,151.1971862,-33.8702026,"[['none found', 'none found']]"
484,Archaeological assessment: 62 Clarence Street Port Macquarie,none found,none found,152.9076372,-31.42952169,"[['none found', 'none found']]"
485,Historical archaeological report: 400 George Street [Sydney],none found,none found,151.2073685,-33.8690531,"[['none found', 'none found']]"
486,"Archaeological assessment: 365-377 Sussex Street, Sydney City NSW",none found,none found,151.2044057,-33.8772673,"[['none found', 'none found']]"
487,"Historical archaeological assessment 232 George Street, Windsor, NSW",none found,none found,150.8194592,-33.60779295,"[['none found', 'none found']]"
488,"Fielder Gillespie Flour Mill, 52 Union Street, Pyrmont: summary of environmental heritage and use study: appendix",none found,none found,151.1966546,-33.8694669,"[['none found', 'none found']]"
489,"Report on the archaeological monitoring programme during redevelopment of 195-199 Rochford Street, Erskineville, NSW",none found,none found,151.1810398,-33.90430809,"[['none found', 'none found']]"
490,"Baseline archaeological assessment of the significance of deposits and features in the cellar of 104 King St, Sydney",none found,none found,151.2085832,-33.86876959,"[['none found', 'none found']]"
491,"Archaeological pollen samples: 2-18 Levey Street, Chippendale, NSW",none found,none found,151.19778,-33.8866717,"[['none found', 'none found']]"
492,"Archaeological monitoring of 29 Kent Street, Millers Point: final report",none found,none found,151.2034152,-33.85869958,"[['none found', 'none found']]"
493,"The results of archaeological excavation at 19 Lower Fort Street, Millers Point: final report","Lower Fort St, Millers Point",Lower Fort St,151.2076251,-33.85578581,"[['Lower Fort St, Millers Point', 'Lower Fort St']]"
494,"Archaeological monitoring & recording at 1 Villiers St, Parramatta",none found,none found,151.0040817,-33.8068883,"[['none found', 'none found']]"
495,"14 Hampden Avenue, Darling Point: archaeological monitoring of excavation at the former gardener's compound, Swifts Estate",none found,none found,151.2375199,-33.86959787,"[['none found', 'none found']]"
496,"An archaeological assessment of the potential for the presence of artefactual material on the site of a proposed residential development: 2 - 24 Murray Street, Port Macquarie, Mid-North Coast, NSW",none found,none found,152.9112566,-31.42825768,"[['none found', 'none found']]"
497,"20 McCormack Street, Newcastle: archaeological recording",none found,none found,151.7747945,-32.92888099,"[['none found', 'none found']]"
498,"Research design & Excavation methodology for the direction of the proposed archaeological programme: 62-64 Foster Street, Surry Hills",none found,none found,151.2093661,-33.88087773,"[['none found', 'none found']]"
499,"Randwick Lock-up, 28 Coogee Bay Road, Randwick: archaeological assessment, impact statement and research design",none found,none found,151.2442999,-33.9181769,"[['none found', 'none found']]"
500,"Baseline archaeological assessment for 242 Harris Street, Pyrmont",none found,none found,151.1954873,-33.871934,"[['none found', 'none found']]"
501,"Archaeological assessment: 29-33 Regent Street, Sydney",none found,none found,151.2024085,-33.8851597,"[['none found', 'none found']]"
502,"Archaeological assessment: 174 - 186 Goulburn Street, Surry Hills",none found,none found,151.2127829,-33.8789251,"[['none found', 'none found']]"
503,"Baseline archaeological assessment for 29-33 Mill Street, Liverpool, NSW",none found,none found,150.9199797,-33.92905551,"[['none found', 'none found']]"
504,"Baseline archaeological assessment for 5 Knox Street (site of the former Brisbane Cottage), Chippendale, NSW",none found,none found,151.1950801,-33.88550373,"[['none found', 'none found']]"
505,"Archaeological monitoring: Kent Street water mains adjacent to 209-217 Kent Street, Sydney, NSW",none found,none found,151.2035015,-33.8637843,"[['none found', 'none found']]"
506,"Research design relating to the development of part of Lot 3224 DP 729951, 74-90 Hunter Street, Newcastle ; the Electric Telegraph Office",none found,none found,151.7841495,-32.92751403,"[['none found', 'none found']]"
508,"Historical archaeology report: 53-5 Newcomen Street, Newcastle.",none found,none found,151.7817429,-32.92920946,"[['none found', 'none found']]"
509,"An archaeological assessment of the former paint factory, 60 - 82 Princes Highway, St Peters, NSW",none found,none found,151.1806348,-33.9107735,"[['none found', 'none found']]"
510,"Baseline archaeological assessment report: 122 Moore Street, Liverpool, NSW",none found,none found,150.9204195,-33.92237055,"[['none found', 'none found']]"
511,"An archaeological assessment & research design: 45-49 Holt St, Surry Hills",none found,none found,151.2089618,-33.88595794,"[['none found', 'none found']]"
512,"Archaeological testing: 29-33 Regent Street, Sydney",none found,none found,151.2024085,-33.8851597,"[['none found', 'none found']]"
513,"Archaeological research design: 16-18 Smith Street, Parramatta",none found,none found,151.0064954,-33.81500528,"[['none found', 'none found']]"
514,"Archaeological assessment: 161 - 167 Castlereagh St, Sydney",Castlereagh,Castlereagh,151.2087208,-33.8722308,"[['Castlereagh', 'Castlereagh']]"
515,"Report on archaeological monitoring programme during redevelopment of 232 George Street, Windsor, NSW",none found,none found,150.8194592,-33.60779295,"[['none found', 'none found']]"
516,"Report on archaeological monitoring programme during construction of Woolworths + Petrol, 44 Market Street, Richmond, NSW",none found,none found,150.7511893,-33.6008859,"[['none found', 'none found']]"
517,"Archaeological assessment: Bishop's registry site, 43 Wolfe Street, Newcastle",none found,none found,151.7797012,-32.92859431,"[['none found', 'none found']]"
518,"Historical and archaeological assessment of the Christian Science Church site, 16-18 Smith Street, Parramatta, NSW",none found,none found,151.0064954,-33.81500528,"[['none found', 'none found']]"
519,"Archaeological assessment, impact statement & proposed mitigation strategy: 15-17 Hunter Street, Sydney",none found,none found,151.2080663,-33.86578814,"[['none found', 'none found']]"
520,"Archaeological investigations & archival recording at the former 'Red Coats' mess building: 52 George Street, Parramatta, NSW",none found,none found,151.0050825,-33.8137697,"[['none found', 'none found']]"
521,"Archaeological assessment, impact statement & proposed mitigation strategy: 30 Elizabeth Street, Parramatta",none found,none found,151.009745,-33.80943953,"[['none found', 'none found']]"
522,"Baseline archaeological assessment report: 62 Hassall Street, Parramatta",none found,none found,151.0154582,-33.81815851,"[['none found', 'none found']]"
523,"Archaeological assessment report, heritage impact statement & mitigation strategy: proposed drainage infrastructure & electricity connections: 11-19 Jamison Street, Sydney",none found,none found,151.2063121,-33.86456508,"[['none found', 'none found']]"
524,"Archaeological assessment 66-72 Reservoir Street, Surry Hills",none found,none found,151.2099368,-33.8810721,"[['none found', 'none found']]"
525,"Historical and archaeological assessment of proposed development, 15 Dick Street, Henley, NSW",none found,none found,151.1338812,-33.84248379,"[['none found', 'none found']]"
526,"Archaeological investigations at 30 Elizabeth Street, North Parramatta: report on assessment of underfloor deposits in the cottage & test excavation of the detached kitchen and cess pit site",none found,none found,151.009745,-33.80943953,"[['none found', 'none found']]"
527,"An archaeological assessment of 3 Horwood Place, Parramatta",none found,none found,151.0058161,-33.81356974,"[['none found', 'none found']]"
528,"Archaeological assessment & impact mitigation strategy for 31-33 Hunter Street, Parramatta",none found,none found,150.9998322,-33.81557447,"[['none found', 'none found']]"
529,"Baseline history & archaeological assessment: Whiteoak, 54 Albert Street, North Parramatta, NSW",none found,none found,151.0087698,-33.8036544,"[['none found', 'none found']]"
530,"Baseline archaeological assessment and research design: Redleaf, 536 New South Head Road, Double Bay, NSW",none found,none found,151.247638,-33.872622,"[['none found', 'none found']]"
531,"Excavation permit application: 241-277 Rose Street, Darlington Campus, University of Sydney","Darlington Campus, University of Sydney",Darlington Campus,151.1907409,-33.8917449,"[['Darlington Campus, University of Sydney', 'Darlington Campus'], ['University of Sydney', 'University of Sydney']]"
532,"Historical and archaeological assessment of proposed development, 376 Jones Street, Ultimo, NSW",none found,none found,151.1959845,-33.87687834,"[['none found', 'none found']]"
533,"Baseline archaeological assessment report: 85-87 Kent Street, Millers Point, NSW",none found,none found,151.2034153,-33.86003515,"[['none found', 'none found']]"
534,"Historical archaeological assessment: former Sydney School of Arts 275 Pitt Street, Sydney",none found,none found,151.2075902,-33.87230759,"[['none found', 'none found']]"
535,"Archaeological report: the Millions Club, 122 Pitt Street, Sydney",none found,none found,151.2086252,-33.86832705,"[['none found', 'none found']]"
536,"Historical archaeological assessment and recording: 230 Moore Park Road, Padington","Park Road, Wallacia",Park Road,151.2250787,-33.8873335,"[['Park Road, Wallacia', 'Park Road']]"
537,"Archaeological & impact assessment for Letraset House, 346-348 Kent Street, Sydney",none found,none found,151.2049561,-33.8698531,"[['none found', 'none found']]"
538,"Archaeological assessment 35-41 Reservoir Street, Surry Hills",none found,none found,151.2093933,-33.88143954,"[['none found', 'none found']]"
539,"Archaeological assessment 242 Elizabeth Street & 19-23 Reservoir Street, Surry Hills",none found,none found,151.209025,-33.88153075,"[['none found', 'none found']]"
540,"Excavation permit application: 19-33 & 35-41 Reservoir Street, Surry Hills",none found,none found,151.2093933,-33.88143954,"[['none found', 'none found']]"
541,"354-366 Church Street, Parramatta, NSW: archaeological & impact assessment required for Development application 99/97 (Parramatta City Council)",none found,none found,151.0054636,-33.80981189,"[['none found', 'none found']]"
542,"Archaeological assessment of proposed redevelopment of the Caroma site, 176-194 Victoria Avenue, Chatswood",none found,none found,151.1915351,-33.79462816,"[['none found', 'none found']]"
543,"Conservation management plan: 298 Queen Street, Campbelltown",none found,none found,150.8116725,-34.06989135,"[['none found', 'none found']]"
544,"Archaeological investigation: 16-18 Smith Street, Parramatta",none found,none found,151.0064954,-33.81500528,"[['none found', 'none found']]"
545,"Historical archaeological monitoring excavations: 6 Darling Street, Tamworth",none found,none found,150.9268085,-31.08597785,"[['none found', 'none found']]"
546,"Pickard's Store, 28 Menangle Street, Picton, NSW: a statement of heritage impact stage 1 significance and heritage issues",none found,none found,150.6118448,-34.16933266,"[['none found', 'none found']]"
547,"Archaeological assessment: former YMCA buildings 323-327 Pitt Street and 90-100 Bathurst Street, Sydney",none found,none found,151.2078446,-33.87413524,"[['none found', 'none found']]"
548,"26-32 Pyrmont Bridge Road, Pyrmont: archaeological research design",none found,none found,151.1952641,-33.8706287,"[['none found', 'none found']]"
549,"Archaeological monitoring of 28-32 George Street, Liverpool, New South Wales: report",none found,none found,150.9263421,-33.91724421,"[['none found', 'none found']]"
550,"Statement of heritage impact: former electricity substation, 10 Grand Avenue, Rosehill",none found,none found,151.0342846,-33.8225994,"[['none found', 'none found']]"
551,"Archaeological assessment: 361-363 Kent Street, Sydney for Meriton Apartments Pty Ltd.",none found,none found,151.2043244,-33.8692736,"[['none found', 'none found']]"
552,"Baseline archaeological assessment: 56 Argyle Place and 31 Lower Fort Street, Millers Point, NSW","Lower Fort St, Millers Point",Lower Fort St,151.2050647,-33.85805864,"[['Lower Fort St, Millers Point', 'Lower Fort St']]"
553,"Baseline archaeological assessment: 30 George Street, Liverpool, New South Wales: report",none found,none found,150.9263421,-33.91724421,"[['none found', 'none found']]"
554,"Proposed jetty at 20 Wybalena Road, Hunters Hill: maritime archaeological assessment. Final",none found,none found,151.1592671,-33.84272409,"[['none found', 'none found']]"
555,"Baseline archaeological assessment: 1 Hunter Street, Parramatta NSW",none found,none found,150.9978618,-33.81512119,"[['none found', 'none found']]"
556,"Conservation management plan for Four Winds bungalow & associated tannery site, 570 Great Western Highway, Werrington, NSW",none found,none found,150.7585894,-33.7694334,"[['none found', 'none found']]"
566,"Loder House, 126 George Street, Windsor: conservation management plan",none found,none found,150.822198,-33.60611187,"[['none found', 'none found']]"
567,"Conservation management plan: Roxy Theatre, 68 George Street, Parramatta",none found,none found,151.0057333,-33.8138409,"[['none found', 'none found']]"
568,St Brigid's Church and School 14-16 Kent Street Millers Point: Section 60 excavation permit application and archaeological research design report,none found,none found,151.2037867,-33.8586749,"[['none found', 'none found']]"
569,"Dawes Point Battery archaeological excavations 1995. Dawes Point, The Rocks, Sydney",none found,none found,151.2071154,-33.8611898,"[['none found', 'none found']]"
570,"Chatsworth, 22 Wylde Street, Potts Point, Sydney: Conservation management plan",none found,none found,151.2262753,-33.8675383,"[['none found', 'none found']]"
571,"5-11 Raglan Street, Mosman - proposed draft local environment plan Summary of submission",none found,none found,151.2341762,-33.84336689,"[['none found', 'none found']]"
572,"Conservation management plan 48 Martin Place, Sydney",none found,none found,151.2103352,-33.867374,"[['none found', 'none found']]"
573,"Qantas House No. 1 Chifley Square, Sydney: Conservation management plan",none found,none found,151.2106704,-33.8659709,"[['none found', 'none found']]"
574,"343 George Street, Sydney: Conservation Management Plan Formerly headquarters for the Commercial Banking Company of Sydney Prepared for Deutsche Asset Management",none found,none found,151.2066756,-33.8675084,"[['none found', 'none found']]"
575,"Mount St Mary's College & Convent/The Renaissance Centre, 10-14 Civic Place Katoomba: Conservation Management Plan",none found,none found,150.314254,-33.7099657,"[['none found', 'none found']]"
576,"Report on the archaeological monitoring programme for 9 Harbour Street, Wollongong, NSW",none found,none found,150.9040865,-34.42264111,"[['none found', 'none found']]"
577,"Report on archaeological remains located at the site of Bolwarra Public School (Master's Residence), 25 Paterson Road, Bolwarra, NSW",none found,none found,151.5699101,-32.7141199,"[['none found', 'none found']]"
578,"153-159 Canterbury Road, Canterbury archaeological assessment and research design",none found,none found,151.1202497,-33.91114362,"[['none found', 'none found']]"
579,"767-769 George Street and 21 Valentine Street, Haymarket: Archaeological excavation report",none found,none found,151.2042025,-33.8820018,"[['none found', 'none found']]"
580,Archaeological assessment. Windermere 25 Ernest Street Hunters Hill,none found,none found,151.1543191,-33.832068,"[['none found', 'none found']]"
581,"105-107 Church Street, Parramatta: Excavation permit application and research design",none found,none found,151.0035154,-33.8194996,"[['none found', 'none found']]"
582,"Archaeological investigations at 105-107 Church Street, Parramatta",none found,none found,151.0035154,-33.8194996,"[['none found', 'none found']]"
583,"Archaeological assessment 14 Noller Parade, Former Byrnes' Mill, Loom Building site, Parramatta NSW",none found,none found,151.0167368,-33.81658726,"[['none found', 'none found']]"
584,"Archaeological assessment 109 George Street, Parramatta",none found,none found,151.0102149,-33.8156169,"[['none found', 'none found']]"
585,"Archaeological monitoring of excavation at Lot 121, No 2 Market Street, Morpeth, NSW",none found,none found,151.6273479,-32.72526454,"[['none found', 'none found']]"
586,Archaeological assessment Former Opthalmic Association Building site. 27-29 Commonwealth Street Surry Hills NSW,none found,none found,151.2108471,-33.8778645,"[['none found', 'none found']]"
587,"St Davids Uniting Church, 51-53 Dalhousie Street, Haberfield: conservation management plan prepared for St David's Uniting Church",none found,none found,151.1377279,-33.88240054,"[['none found', 'none found']]"
588,168A Burwood Rd. Burwood. Burwood Post Office: Conservation management plan. For Maria Constantinidis.,none found,none found,151.1039399,-33.87770415,"[['none found', 'none found']]"
589,"Mulholland's Farm 9 Pixie Avenue, Greenpoint, Gosford, NSW: conservation management plan. Prepared for Mr and Mrs Ross Hazelton.",none found,none found,151.3567782,-33.4631755,"[['none found', 'none found']]"
590,"Former Oswald Bond Free Store at 1-17 Kent Street, 14 Argyle Place Millers Point Sydney NSW by Kamirice Pty Ltd: Conservation management plan",none found,none found,151.674914,-30.50424627,"[['none found', 'none found']]"
591,"Conservation plan for no. 30 Harrington Street, The Rocks",none found,none found,151.2082442,-33.85934647,"[['none found', 'none found']]"
592,"Raby, 1025 Camden Valley Way, Catherine Field: Conservation management plan",none found,none found,150.7827332,-33.99373226,"[['none found', 'none found']]"
593,"Historical and archaeological assessment - Conservation management plan for Raby, 1025 Camden Valley Way (Old Cowpasture Road), Catherine Field, NSW",none found,none found,150.7827332,-33.99373226,"[['none found', 'none found']]"
594,"Raby 1025 Camden Valley Way, Catherine Field: Architectural assessment - draft conservation management plan",none found,none found,150.7827332,-33.99373226,"[['none found', 'none found']]"
595,Rosebank residence 17 Speed Street Liverpool: Conservation management plan prepared for Liverpool Council,none found,none found,150.92342,-33.9274516,"[['none found', 'none found']]"
596,"Bathurst City Uniting Church, 140 William Street, Bathurst: conservation management plan",none found,none found,149.5795086,-33.4200929,"[['none found', 'none found']]"
597,"Kyle House, 27-31 Macquarie Place, Sydney: Conservation management plan","Macquarie Place, Sydney",Macquarie Place,151.2094114,-33.86318462,"[['Macquarie Place, Sydney', 'Macquarie Place']]"
598,"2 Dowling Street, Woolloomooloo NSW: baseline archaeological assessment",none found,none found,151.2208764,-33.87382298,"[['none found', 'none found']]"
600,Strickland House 52 Vaucluse Road Vaucluse: conservation management plan,none found,none found,151.267969,-33.85571669,"[['none found', 'none found']]"
606,"Interim report on archaeological investigation 83 George Street, Parramatta",none found,none found,151.0073538,-33.81494717,"[['none found', 'none found']]"
609,"Interim test excavation report and exception application supporting documentation: 14 Noller Parade, Former Byrnes' Mill, Loom Building site, Parramatta NSW",none found,none found,151.0167368,-33.81658726,"[['none found', 'none found']]"
613,"767-769 George Street and 21 Valentine Street, Haymarket: Archaeological assessment and research design",none found,none found,151.2042025,-33.8820018,"[['none found', 'none found']]"
614,"Mount Royal Apartments 73 Marsden Street, Parramatta NSW: historical archaeological assessment",none found,none found,151.000702,-33.81904775,"[['none found', 'none found']]"
615,Photographs of conserved King's School portico for (NSW Heritage Office) opening publicity,none found,none found,151.0028934,-33.8097448,"[['none found', 'none found']]"
616,"Archaeological monitoring of the demolition and the archival recording of 338-340 High Street, Maitland, NSW",none found,none found,151.5573064,-32.73302929,"[['none found', 'none found']]"
618,15a Dickson Street Newtown NSW: archaeological excavation permit exception application,none found,none found,151.1793767,-33.90461492,"[['none found', 'none found']]"
621,"Heritage statement 52-54 Market Street, Naremburn, 2065: Naremburn central township conservation area",none found,none found,151.2032373,-33.81548354,"[['none found', 'none found']]"
622,"Statement of heritage impact for 37 High Holborn Street, Surry Hills, 2010: High Holborn Street conservation area",none found,none found,151.2121424,-33.88983167,"[['none found', 'none found']]"
625,Dawesleigh 37 Lower Fort Street Millers Point: Statement of heritage impact Stage 2 Works,"Lower Fort St, Millers Point",Lower Fort St,151.2072122,-33.85632973,"[['Lower Fort St, Millers Point', 'Lower Fort St']]"
627,"30-38 Hickson Road, Sydney: Conservation management plan","Hickson Road, The Rocks",Hickson Road,151.2031774,-33.86178468,"[['Hickson Road, The Rocks', 'Hickson Road']]"
629,109-113 George Street Parramatta: Excavation permit application record & remove remains,none found,none found,151.0102149,-33.8156169,"[['none found', 'none found']]"
632,"portions of Dillin Goldingham Allotments, 73-77 King Street, Newcastle NSW: Archaeological assessment, research design and excavation methodology",none found,none found,151.7822916,-32.92858812,"[['none found', 'none found']]"
633,Former Ophthalmic Association Building site 27-29 Commonwealth Street Surry Hills NSW: Archaeological testing & Monitoring interim report,none found,none found,151.2108471,-33.8778645,"[['none found', 'none found']]"
634,"22-36 Mountain Street and 16-22 Smail Street, Ultimo: Interim report",none found,none found,151.1966288,-33.88234631,"[['none found', 'none found']]"
635,332-338 Kent Street Sydney: Archaeological monitoring and interpretation strategy,none found,none found,151.204877,-33.8694502,"[['none found', 'none found']]"
642,Excavation permit application and research design Boland's Inn and military stockade,none found,none found,150.5612263,-33.70028231,"[['none found', 'none found']]"
649,"317 Queen Street, Campbelltown NSW: Baseline archaeological assessment",none found,none found,150.8102034,-34.0709068,"[['none found', 'none found']]"
651,"Historical and archaeological assessment of proposed development, 80-100 James Ruse Drive, (block bounded by James Ruse Drive, Eleanor and Virginia Streets and Penelope Lucas Lane), Rosehill, NSW",none found,none found,151.0205895,-33.8256555,"[['none found', 'none found']]"
653,286a-296 Old Northern Road & 9-13 Garthowen Crescent including sections of the former Castle Hill - Rogan's Hill railway line Castle Hill NSW: Archaeological assessment research design & excavation methodology,"Old Northern Road, Maroota",Old Northern Road,151.0116674,-33.7308196,"[['Old Northern Road, Maroota', 'Old Northern Road']]"
656,"Research design: Sub-surface investigation of the historical archaeology of the Worth Place/Lee Wharf precinct, Newcastle, NSW",none found,none found,151.7701349,-32.9257718,"[['none found', 'none found']]"
657,Former Sydney Railway Institute 101 Chalmers St Sydney: Archaeological excavation permit exception application.,none found,none found,151.2065248,-33.8859276,"[['none found', 'none found']]"
659,"Warehouse 142-148 Goulburn Street, Surry Hills: Conservation plan",none found,none found,151.2118657,-33.8783114,"[['none found', 'none found']]"
669,"Hong Kong House 147-149 York Street, Sydney: Conservation management plan",none found,none found,151.20621,-33.87245929,"[['none found', 'none found']]"
670,"Former marine biological station (31 Pacific Street, Camp Cove): SHFT management plan Woollahra No.1. [Variant title:Management plan: Former marine biological station, Watsons Bay.]",none found,none found,151.2781719,-33.84063633,"[['none found', 'none found']]"
671,Pitt Park plan of management,none found,none found,150.3724889,-33.70697058,"[['none found', 'none found']]"
672,Historical archaeological & development impact assessment for 710 Hunter Street Newcastle NSW: Former Honeysuckle Presbyterian Cemetery (1841-1881),none found,none found,151.7626582,-32.9260915,"[['none found', 'none found']]"
675,"341 George Street, Sydney: conservation management plan",none found,none found,151.2066052,-33.86727447,"[['none found', 'none found']]"
679,Excavation permit application 420-426 Pitt Street and 36-38 Campbell Street Sydney City,none found,none found,151.2074742,-33.8791463,"[['none found', 'none found']]"
682,"Archaeological monitoring, western river bank walls, Lane Cove River",none found,none found,151.1695073,-33.814824,"[['none found', 'none found']]"
683,"Archaeological monitoring, William Henry house site, Lane Cove River",none found,none found,151.1695073,-33.814824,"[['none found', 'none found']]"
684,Lymdale/Etheldale 75-79 Falls Road Wentworth Falls: Heritage impact of proposed subdivision,none found,none found,150.3716553,-33.71521468,"[['none found', 'none found']]"
685,"Study and analysis of the historical archaeology of land at the rear of 735-739 Hunter Street, Newcastle, New South Wales",none found,none found,151.7603677,-32.9260577,"[['none found', 'none found']]"
689,"299-305 Sussex Street, Sydney: archaeological assessment and research design",none found,none found,151.2040837,-33.8746337,"[['none found', 'none found']]"
694,"heritage report in respect of a proposal to demolish No. 37 Terminus Street, Liverpool",none found,none found,150.9244889,-33.92542572,"[['none found', 'none found']]"
696,"Heritage assessment report: Ralph Symonds' factory building No. 1 Bennelong Road, Hombush Bay",none found,none found,151.0741738,-33.8488338,"[['none found', 'none found']]"
702,"Heritage assessment of the Priory, 2 Salter Street, Gladesville",none found,none found,151.1339039,-33.83704681,"[['none found', 'none found']]"
709,"The former Willoughby incinerator and sewage dump 2 Small Street, Willoughby NSW: history, significance and management",none found,none found,151.2017749,-33.81181257,"[['none found', 'none found']]"
710,109-113 George Street Parramatta: Excavation permit application,none found,none found,151.0102149,-33.8156169,"[['none found', 'none found']]"
712,"Conservation management plan for proposed development, 134-140 Marsden Street and 45-47 Macquarie Street, Parramatta, NSW",none found,none found,151.0008326,-33.81581371,"[['none found', 'none found']]"
713,"Statement of heritage impact for proposed development, 134-140 Marsden Street and 45-47 Macquarie Street, Parramatta, NSW",none found,none found,151.0008326,-33.81581371,"[['none found', 'none found']]"
714,200 - 212 Hunter Street Newcastle:  test excavation report,none found,none found,151.7795318,-32.9264716,"[['none found', 'none found']]"
716,"CB Hotel, 405-427 Pitt Street, Sydney: conservation management plan and assessment of heritage impact",none found,none found,151.2070502,-33.8784521,"[['none found', 'none found']]"
717,Hunter Region heritage study: Newcastle City Council heritage items in order of interim list,none found,none found,151.2090038,-33.8719308,"[['none found', 'none found']]"
719,"City Mutual building 60-66 Hunter Street, Sydney: Conservation management plan",none found,none found,151.2103399,-33.8659672,"[['none found', 'none found']]"
720,"Sewer vent and cottage. 125 Corunna Road, Stanmore: Conservation management plan",none found,none found,151.1644593,-33.88937285,"[['none found', 'none found']]"
727,"Historical and archaeological assessment of proposed development, 102-108 James Ruse Drive, (block bounded by James Ruse Drive, Virginia Street and Penelope Lucas Lane), Rosehill, NSW",none found,none found,151.0207316,-33.82471232,"[['none found', 'none found']]"
729,"Weston's biscuit factory and ryvita plant. Redevelopment sites 2,3 & 4 Lyons Road, Barr Street 7 Pyrmont Bridge Road, Camperdown NSW 2050: Master plan heritage assessment",none found,none found,151.1790612,-33.885096,"[['none found', 'none found']]"
731,"91 George Street, The Rocks: archival recording",none found,none found,151.2085367,-33.8593424,"[['none found', 'none found']]"
737,3 Bridge Road Glebe: Archaeological assessment,none found,none found,151.1878898,-33.87666157,"[['none found', 'none found']]"
738,"76-88 Crown Street, Woolloomooloo: Archaeological monitoring",none found,none found,151.2168449,-33.87314833,"[['none found', 'none found']]"
739,"Report on the relocation of milestone XV Mays Hill, NSW",none found,none found,150.6126761,-33.7501004,"[['none found', 'none found']]"
745,"Former Bank of New South Wales. Corner of 485 George Street & 107-109 Bathurst Street, Sydney: Conservation management plan",none found,none found,151.2065221,-33.8744678,"[['none found', 'none found']]"
747,Historical analysis and archaeological assessment 42 Wrights Road Kellyville,none found,none found,150.9672248,-33.71558192,"[['none found', 'none found']]"
748,"Ventnor 189 Avoca Street, Randwick: final report stage 1 works",none found,none found,151.2426222,-33.91593637,"[['none found', 'none found']]"
754,"1 Alan Street, Rydalmere: Archaeological test excavations",none found,none found,151.0296117,-33.8153112,"[['none found', 'none found']]"
755,"Pallister, 95 River Road, Greenwich: conservation mangement plan",none found,none found,151.184438,-33.82803742,"[['none found', 'none found']]"
762,"Sir Joseph Banks Hotel, 23 Anniversary road Botany, NSW: research design and archaeological management",none found,none found,151.202862,-33.95517738,"[['none found', 'none found']]"
763,Lindesay 1a Carthona Avenue Darling Point: conservation management plan,none found,none found,151.2398509,-33.86754859,"[['none found', 'none found']]"
764,"Qantas House No. 1 Chifley Square, Sydney: Conservation management plan",none found,none found,151.2106704,-33.8659709,"[['none found', 'none found']]"
771,East Ryde electricity substation no 79. 293 Pittwater Road Ryde: Conservation management plan,none found,none found,151.1379492,-33.8017379,"[['none found', 'none found']]"
775,Section 140 application St John of God Morisset Park NSW,none found,none found,151.2090295,-33.8599358,"[['none found', 'none found']]"
777,"189 Avoca Street, Randwick 'Ventnor': conservation management plan",none found,none found,151.2426222,-33.91593637,"[['none found', 'none found']]"
779,"The Royal hotel group 19-23 Buccleugh Street, Cassilis: Outline conservation management plan",none found,none found,149.9807919,-32.0058424,"[['none found', 'none found']]"
781,"Captain Cook hotel, 1114 Botany Road, Botany: research design",none found,none found,151.1960108,-33.94443748,"[['none found', 'none found']]"
788,"no. 58-68 Victory Parade Toronto, NSW: assessment of historical archaeological potential and application for an excavation permit exception",none found,none found,151.5964345,-33.01283078,"[['none found', 'none found']]"
791,"Archaeological assessment: 75-77 Clarence Street, Port Macquarie",none found,none found,152.9061258,-31.42909672,"[['none found', 'none found']]"
795,"413-421 George Street, Sydney (Former Nock & Kirby building) : interpretation strategy",none found,none found,151.2065713,-33.8703947,"[['none found', 'none found']]"
796,"Historical archaeological research design & excavation methodology in support of S140 permit application: 413 George Street, Sydney",none found,none found,151.2065713,-33.8703947,"[['none found', 'none found']]"
799,Design development of heritage interpretation Baker's yard 50.50a & 52 O'Connell & 6-12 Grose Street North Parramatta,none found,none found,151.003032,-33.8060336,"[['none found', 'none found']]"
800,Mittagong conservation areas heritage study,none found,none found,151.2136407,-33.8786466,"[['none found', 'none found']]"
