TroveID,troveUrl,title,contributor,issued,year,abstract,subjects,URLs,ExternalURL_1,ExternalURL_1_type,relevanceScore,Address_export,Verified_Address,Longitude,Latitude,Location_Confidence
39072990,http://trove.nla.gov.au/work/39072990,The Great Mackerel Rockshelter excavation : women in the archaeological record / Jo McDonald,"McDonald, Josephine",1992,1992,not found,"[u'Aboriginal archaeology', u'Parks', u'Aboriginal women']",not found,not found,not found,0.11327901,No Street Address,not verified,not known,not known,unknown
8398207,http://trove.nla.gov.au/work/8398207,"Historical archaeological assessment of the former public school site at Unanderra, NSW : a report prepared on behalf of Fabcot Pty Ltd as part of their redevelopment planning for the site / Dan Tuck & Peter Douglas","Tuck, Dan",2002,2002,not found,not found,not found,not found,not found,0.11314833,No Street Address,not verified,not known,not known,unknown
20590055,http://trove.nla.gov.au/work/20590055,"Emmaus Village, Kemps Creek, NSW : Aboriginal archaeological test excavation report in accordance with Dec Section 87 Permit # 2237 & in support of an application under Section 90 of the National Parks & Wildlife Act 1974 / Jim Wheeler","Wheeler, Jim archaeologist",2005,2005,not found,not found,not found,not found,not found,0.11297807,"90 OF THE, not known, NSW",not verified,not known,not known,unknown
13546540,http://trove.nla.gov.au/work/13546540,"Archaeological investigation of the mission house, Ebenezer Mission, Victoria : report to Heritage Victoria and Aboriginal Affairs Victoria / Jane Lydon, Alasdair Brooks and Zvonkica Stanin","Lydon, Jane",2004,2004,not found,not found,not found,not found,not found,0.11237268,No Street Address,not verified,not known,not known,unknown
185257304,http://trove.nla.gov.au/work/185257304,"Old Government House, Parramatta : historical archaeological excavation report : report prepared for the Parramatta Park Trust / Godden Mackay Logan",Godden Mackay Logan Pty. Ltd,2013,2013,not found,not found,not found,not found,not found,0.111895055,No Street Address,not verified,not known,not known,unknown
34005335,http://trove.nla.gov.au/work/34005335,"Place as occupational histories : an investigation of the deflated surface archaeological record of Pine Point and Langwell Stations, Western New South Wales, Australia / Justin Shiner","Shiner, Justin",2008,2008,DEST collection year : 2010 DEST category : A1 - ERA - Books - Authored Research ,"[u'210101 Aboriginal and Torres Strait Islander Archaeology', u'2101 (four-digit-FOR)']","[{u'linktype': u'notonline', u'type': u'url', u'linktext': u'View record at La Trobe University Research Online', u'value': u'http://hdl.handle.net/1959.9/540433'}]",http://hdl.handle.net/1959.9/540433,notonline,0.1117782,No Street Address,not verified,not known,not known,unknown
36366932,http://trove.nla.gov.au/work/36366932,"An archaeological investigation of three proposed suburb areas in Gungahlin, A.C.T. : a report to the Department of Environment Land and Planning / by Australian Archaeological Survey Consultants Pty Ltd. (Huys & Johnston)",Australian Archaeological Survey Consultants Pty. Ltd,1995,1995,not found,not found,not found,not found,not found,0.1114943,No Street Address,not verified,not known,not known,unknown
27719093,http://trove.nla.gov.au/work/27719093,"Hume Freeway : Seymour to Avenel section : Archaeological Survey report, February 1977 / by Stewart Simmons","Simmons, Stewart",1977,1977,not found,not found,not found,not found,not found,0.11134868,No Street Address,not verified,not known,not known,unknown
32619687,http://trove.nla.gov.au/work/32619687,"Archaeological investigation of the former Ebenezer Mission, Victoria : stage II : community report / Jane Lydon","Lydon, Jane",2007,2007,not found,not found,not found,not found,not found,0.11113827,No Street Address,not verified,not known,not known,unknown
154723355,http://trove.nla.gov.au/work/154723355,An archaeological investigation of the Barwon River Bridge Project / Brendan Marshall,"Marshall, Brendan",2005,2005,not found,not found,not found,not found,not found,0.11102075,No Street Address,not verified,not known,not known,unknown
160171871,http://trove.nla.gov.au/work/160171871,"Hidden worlds : glimpses from Bendigo's Forest Street archaeological excavation / [David Bannear, Helen Cronin,  Karen Quinlan]","Bannear, David",2012,2012,not found,not found,not found,not found,not found,0.11098497,No Street Address,not verified,not known,not known,unknown
17429404,http://trove.nla.gov.au/work/17429404,Physical investigation of a building : an approach to the archaeology of standing structures / by Miles Lewis for the National Trust of Australia (Victoria),"Lewis, Miles (Miles Bannatyne), 1943-",1989,1989,not found,not found,not found,not found,not found,0.11010197,No Street Address,not verified,not known,not known,unknown
22070588,http://trove.nla.gov.au/work/22070588,"Report on the archaeological excavation of the site of the new blood bank : Parramatta Hospital, George St., Parramatta N.S.W. / Edward Higginbotham","Higginbotham, Edward A. K",1994,1994,not found,not found,not found,not found,not found,0.10930086,No Street Address,not verified,not known,not known,unknown
177226185,http://trove.nla.gov.au/work/177226185,"Archaeological assessment of the Naval Stores site, Kangaroo Point, Brisbane / Austral Archaeology",Austral Archaeology,1999,1999,not found,not found,not found,not found,not found,0.10892558,No Street Address,not verified,not known,not known,unknown
12864140,http://trove.nla.gov.au/work/12864140,"Report on archaeological investigation during installation of new street lighting layout at Victoria Barracks, Sydney, N.S.W. : report / prepared by Edward Higginbotham, Consultant Archaeological Services","Higginbotham, Edward A. K",1986,1986,not found,not found,not found,not found,not found,0.10870288,No Street Address,not verified,not known,not known,unknown
160039878,http://trove.nla.gov.au/work/160039878,"Archaeological and heritage assessment : RES site 15 ""Minnaville"" : Penrith Lakes scheme area, Castlereagh, NSW / prepared by Siobhan Lavelle...in association with the Nepean District Historical Archaeology Group for the Penrith Lakes Development Corporation","Lavelle, Siobhan",1996,1996,not found,not found,not found,not found,not found,0.108587444,No Street Address,not verified,not known,not known,unknown
31277550,http://trove.nla.gov.au/work/31277550,"Representativeness and Aboriginal archaeological sites : report of the Representativeness Workshop, held at the Australian Heritage Commission on 8 November, 1993 / edited by Gary Dunnett & Sue Feary",Representativeness Workshop Australian Heritage Commission) (1993 :,1994,1994,not found,not found,not found,not found,not found,0.10853785,No Street Address,not verified,not known,not known,unknown
177235210,http://trove.nla.gov.au/work/177235210,Rusty's Markets re-development site archaeological excavation report / Gordon Grimwade & Associates,Gordon Grimwade & Associates,2004,2004,not found,not found,not found,not found,not found,0.107897036,No Street Address,not verified,not known,not known,unknown
14431001,http://trove.nla.gov.au/work/14431001,"An archaeological investigation at McCrae Homestead, McCrae, Victoria / Andrea Murphy","Murphy, Andrea",1996,1996,not found,not found,not found,not found,not found,0.10724816,No Street Address,not verified,not known,not known,unknown
157325710,http://trove.nla.gov.au/work/157325710,"Bega High School, Indigenous archaeological assessment & results of initial Aboriginal community consultation / Dominic Steele & Peter Douglas, prepared for the NSW Department of Public Works & Services (Programs Branch), and, NSW Department of Education and Training to support an  application for a preliminary research permit covering proposed archaeological test excavation in accordance with the requirements of the National Parks & Wildlife Act 1974","Steele, Dominic",2001,2001,not found,not found,not found,not found,not found,0.10718322,No Street Address,not verified,not known,not known,unknown
210984055,http://trove.nla.gov.au/work/210984055,The assessment of archaeological survey methods for forested environments supplementary study : the post-operational survey / Anita Smith,"Smith, Anita, 1957-",1994-1995,1994,not found,not found,not found,not found,not found,0.107000425,No Street Address,not verified,not known,not known,unknown
19259154,http://trove.nla.gov.au/work/19259154,"Archival Report and Archaeological Assessment. New Library Site, Macquarie Street, Sydney",Australian Archaeological Resources,1983,1983,not found,"[u'Defence', u'Education', u'Government and administration']","[{u'linktype': u'fulltext', u'type': u'url', u'value': u'http://dx.doi.org/10.4227/11/50459D3217354'}]",http://dx.doi.org/10.4227/11/50459D3217354,fulltext,0.10693677,No Street Address,not verified,not known,not known,unknown
23570207,http://trove.nla.gov.au/work/23570207,Little Pier Street precinct archaeological excavation / report prepared for the Darling Harbour Authority [[by] Godden Mackay],New South Wales. Darling Harbour Authority,1992,1992,not found,not found,not found,not found,not found,0.106912926,No Street Address,not verified,not known,not known,unknown
5972603,http://trove.nla.gov.au/work/5972603,"Goulburn City, an archaeological investigation of Aboriginal site location / by Nicole Fuller","Fuller, Nicole",1989,1989,not found,not found,not found,not found,not found,0.106758654,No Street Address,not verified,not known,not known,unknown
37214703,http://trove.nla.gov.au/work/37214703,"Archaeological investigation of old 'Land's End' homestead site, West Belconnen, ACT / Patricia Saunders","Saunders, Patricia",1992,1992,not found,not found,not found,not found,not found,0.10641576,No Street Address,not verified,not known,not known,unknown
13170005,http://trove.nla.gov.au/work/13170005,Customs House Sydney archaeological assessment : a report prepared for Sydney City council / Wendy Thorp,"Thorp, Wendy",1995,1995,not found,not found,not found,not found,not found,0.106288336,No Street Address,not verified,not known,not known,unknown
26863403,http://trove.nla.gov.au/work/26863403,"Report on the archaeological excavation of Tynan's Slaughterhouse, Old Cadia Road, Cadia, N.S.W. / Edward Higginbotham & Associates",Cadia Holdings Pty. Ltd,2001,2001,not found,not found,not found,not found,not found,0.10614552,No Street Address,not verified,not known,not known,unknown
22070205,http://trove.nla.gov.au/work/22070205,"Report on the preliminary archaeological excavation of the well at Vaucluse House : Wentworth Road & Olola Avenue, Vaucluse, N.S.W. / Edward Higginbotham","Higginbotham, Edward A. K",1994,1994,not found,not found,not found,not found,not found,0.10614552,No Street Address,not verified,not known,not known,unknown
10527893,http://trove.nla.gov.au/work/10527893,"An archaeological investigation of an Aboriginal stone quarry, Mulligans Flat, Canberra Nature Park, Gungahlin, ACT : (report to ACT Heritage & Canberra Nature Park) / by Matthew Barber & Doug Williams","Barber, Matthew",1998,1998,not found,not found,not found,not found,not found,0.106117964,No Street Address,not verified,not known,not known,unknown
15692884,http://trove.nla.gov.au/work/15692884,"Northeast forests archaeology investigation in Chaelundi State Forest, summary report : a report to NSW National Parks and Wildlife Service and State Forests NSW / prepared by Marjorie Sullivan, Philip Hughes, Wilfred Shawcross","Sullivan, Marjorie",1996,1996,not found,not found,not found,not found,not found,0.105916776,No Street Address,not verified,not known,not known,unknown
34420040,http://trove.nla.gov.au/work/34420040,Canonbury : an historical archaeological report / researched and written by Judy Birmingham,"Birmingham, Judy",1983,1983,not found,not found,not found,not found,not found,0.10566291,No Street Address,not verified,not known,not known,unknown
8186013,http://trove.nla.gov.au/work/8186013,"Archaological [sic] assessment & development impact mitigation strategy for proposed archaeological test investigations at Merimbula Public School, Merimbula, NSW / Jim Wheeler ... [et al.]","Wheeler, Jim archaeologist",2003,2003,not found,not found,not found,not found,not found,0.10563282,No Street Address,not verified,not known,not known,unknown
11673479,http://trove.nla.gov.au/work/11673479,Market city development : Paddy's Market : archaeological excavation / report prepared for Rockvale Pty. Ltd. [by] Godden Mackay in association with Wendy Thorp,Godden Mackay Pty. Ltd,1993,1993,not found,not found,not found,not found,not found,0.104826674,No Street Address,not verified,not known,not known,unknown
22071605,http://trove.nla.gov.au/work/22071605,"Report on the archaeological test-excavation of the site of the 1855 Parramatta Railway Terminus, Mort Street, Granville, N.S.W. / Edward Higginbotham","Higginbotham, Edward A. K",1994,1994,not found,not found,not found,not found,not found,0.104738794,"1855 PARRAMATTA RAILWAY, not known, NSW",not verified,not known,not known,unknown
37009624,http://trove.nla.gov.au/work/37009624,"Proposed upgrade of Helensburgh Public School, Fletcher Street, Helensburgh NSW : historical archaeological assessment / [report written by Adam Paterson and reviewed by Peter Douglas]","Paterson, Adam, 1980-",2007,2007,not found,not found,not found,not found,not found,0.104683846,No Street Address,not verified,not known,not known,unknown
31719983,http://trove.nla.gov.au/work/31719983,An investigation of the archaeological resource in the Warung management area : a report to the Forestry Commission of New South Wales / Warwick Pearson,"Pearson, Warwick",1993,1993,not found,not found,not found,not found,not found,0.10447205,No Street Address,not verified,not known,not known,unknown
233105013,http://trove.nla.gov.au/work/233105013,"Royal Hobart Hospital Integrated Cancer Centre project, Hobart, Tasmania : Archaeological Management & Consulting Group / Martin Carney and Zvonka Stanin, Archaeological Management & Consulting Group for BPSM Architects","Carney, Martin",2012,2012,not found,not found,not found,not found,not found,0.10444251,No Street Address,not verified,not known,not known,unknown
9850033,http://trove.nla.gov.au/work/9850033,"Archaeological research design & excavation methodology for proposed test investigations at the Ultimo Aquatic Centre development site, cnr William Henry and Harris St's Ultimo, NSW / Dan Tuck & Peter Doulgas, on behalf of the City of Sydney",Archaeological & Heritage Management Solutions (Firm),2002,2002,not found,not found,not found,not found,not found,0.10422179,No Street Address,not verified,not known,not known,unknown
192615901,http://trove.nla.gov.au/work/192615901,Recent archaeological excavation in Australia,"Mulvaney, D. J. (Derek John), 1925-2016",1965,1965,not found,not found,not found,not found,not found,0.10410461,No Street Address,not verified,not known,not known,unknown
12421977,http://trove.nla.gov.au/work/12421977,Report on the N.T. Museum register of archaeological sites / E. Chaloupka,"Chaloupka, E. (Eve)",1985,1985,not found,not found,not found,not found,not found,0.103214495,No Street Address,not verified,not known,not known,unknown
11214198,http://trove.nla.gov.au/work/11214198,Archaeological survey at Fern Bay : report / prepared by Pam Dean-Jones Archaeological Services,Pam Dean-Jones Archaeological Services,1992,1992,not found,not found,not found,not found,not found,0.102979586,No Street Address,not verified,not known,not known,unknown
22567927,http://trove.nla.gov.au/work/22567927,"Park Road, Wallacia, NSW, historical archaeological assessment / Matthew Kelly","Kelly, Matthew, archaeologist",2006,2006,not found,not found,not found,not found,not found,0.102924846,No Street Address,not verified,not known,not known,unknown
228262570,http://trove.nla.gov.au/work/228262570,"Final archaeological report : archaeological monitoring Honeysuckle temporary carpark Worth Place, Honeysuckle Newcastle / Kevin Hickson ; Archaeological Management & Consulting Group for Hunter Development Corporation","Hickson, Kevin",2011,2011,not found,not found,not found,not found,not found,0.1027846,No Street Address,not verified,not known,not known,unknown
8274537,http://trove.nla.gov.au/work/8274537,"Milton Public School, Milton, NSW : Aboriginal archaeological assessment & assessment of heritage impacts for proposed school re-development / by Jim Wheeler","Wheeler, Jim archaeologist",2003,2003,not found,not found,not found,not found,not found,0.102290735,No Street Address,not verified,not known,not known,unknown
12655913,http://trove.nla.gov.au/work/12655913,"The archaeological investigation of Boydtown, Twofold Bay, New South Wales : a report / Anne Bickford ; for the Heritage Council of NSW","Bickford, Anne",1980,1980,not found,not found,not found,not found,not found,0.10220439,No Street Address,not verified,not known,not known,unknown
160038400,http://trove.nla.gov.au/work/160038400,"An archaeological investigation of a proposed Telstra optical fibre cable route at Sisters Beach, northern Tasmania : a report to Telstra Tasmania / by Robert Paton & Steve Stanton","Paton, Robert",1996,1996,not found,not found,not found,not found,not found,0.10140693,No Street Address,not verified,not known,not known,unknown
37431270,http://trove.nla.gov.au/work/37431270,"Report on archaeological excavations at Turtle Bay, Dirk Hartog Island : evidence for early French explorers and other historic European sites","Harrison, Rodney",1998,1998,not found,not found,not found,not found,not found,0.10094274,No Street Address,not verified,not known,not known,unknown
192673854,http://trove.nla.gov.au/work/192673854,Investigation of the Aboriginal Archaeological Resource of the Pilliga Forests: Stage 1 Report,not found,1990,1990,not found,not found,not found,not found,not found,0.100914,No Street Address,not verified,not known,not known,unknown
34296653,http://trove.nla.gov.au/work/34296653,"Bella Vista, Old Windsor Road, Kellyville archaeological report : final report to the Department of Environment and Planning","Birmingham, Judy",1987,1987,not found,not found,not found,not found,not found,0.10091307,No Street Address,not verified,not known,not known,unknown
32546067,http://trove.nla.gov.au/work/32546067,"Archaeological investigation, Clifton Springs, Bellarine Peninsula, Victoria : report to City of Greater Geelong / [Roger Luebbers of Luebbers and Associates]","Luebbers, R. A. (Roger A.)",1999,1999,not found,not found,not found,not found,not found,0.100725606,No Street Address,not verified,not known,not known,unknown
17762318,http://trove.nla.gov.au/work/17762318,"The Thai-Australian underwater archaeological expedition to Koh Si Chang, 1985 : a photographic pictorial report / by Brian Richards","Richards, Brian",1985,1985,not found,not found,not found,not found,not found,0.09994806,No Street Address,not verified,not known,not known,unknown
234500009,http://trove.nla.gov.au/work/234500009,Annual report - Archaeological Institute of America,Archaeological Institute of America,1885-2018,2018,not found,not found,"[{u'linktype': u'fulltext', u'type': u'url', u'linktext': u'1915/1916', u'value': u'http://hdl.handle.net/2027/mdp.39015030955994'}, {u'linktype': u'fulltext', u'type': u'url', u'linktext': u'v.12-17 1890/1891-1895/1896', u'value': u'http://hdl.handle.net/2027/mdp.39015028536830'}]",http://hdl.handle.net/2027/mdp.39015030955994,fulltext,0.09981776,No Street Address,not verified,not known,not known,unknown
6285895,http://trove.nla.gov.au/work/6285895,"Queen's & Alexandra gun batteries, Hobart : archaeological investigation / Jack McIlroy","McIlroy, Jack",1989,1989,not found,not found,not found,not found,not found,0.09981203,No Street Address,not verified,not known,not known,unknown
34551029,http://trove.nla.gov.au/work/34551029,"Cork's Lane, Milton, NSW : historical archaeological assessment / Matthew Kelly","Kelly, Matthew archaeologist",2005,2005,not found,not found,not found,not found,not found,0.09934345,No Street Address,not verified,not known,not known,unknown
6211712,http://trove.nla.gov.au/work/6211712,"Historical and archaeological investigation of a stone lined watercourse and other features, Commonwealth Analytical Laboratories, Suakin Street Pymble, NSW / report prepared by E. Higginbotham ; historical research by Terry Kass","Higginbotham, Edward A. K",1988,1988,not found,not found,not found,not found,not found,0.099003285,No Street Address,not verified,not known,not known,unknown
160038876,http://trove.nla.gov.au/work/160038876,Midland highway Black Snake Lane to East Derwent Highway : historical archaeological survey report,Austral Archaeology,1996,1996,not found,not found,not found,not found,not found,0.09866302,No Street Address,not verified,not known,not known,unknown
23443546,http://trove.nla.gov.au/work/23443546,"Assessment of historical and archaeological resources of the Royal Mint site, Sydney / Penny Crook, Laila Ellmoos and Tim Murray","Crook, Penny",2003,2003,not found,not found,"[{u'linktype': u'unknown', u'type': u'url', u'linktext': u'Access electronic version', u'value': u'http://www.latrobe.edu.au/amc/reports/6_MintAssessReport.pdf'}]",http://www.latrobe.edu.au/amc/reports/6_MintAssessReport.pdf,unknown,0.09836938,No Street Address,not verified,not known,not known,unknown
160036192,http://trove.nla.gov.au/work/160036192,"George Street, Parramatta, N.S.W. 1985 : report on the archaeological excavation of buildings associated with the early township / by Edward Higginbotham","Higginbotham, Edward A. K",1986,1986,not found,not found,not found,not found,not found,0.09823992,No Street Address,not verified,not known,not known,unknown
210342070,http://trove.nla.gov.au/work/210342070,"An archaeological survey of south Tuggeranong, ACT : a report to the National Capital Development Commission, Canberra, ACT;  by ANU Archaeological Consultancies, ANUTECH Pty Ltd",ANUTECH. ANU Archaeological Consultancies,1984,1984,not found,not found,not found,not found,not found,0.097696334,No Street Address,not verified,not known,not known,unknown
37432556,http://trove.nla.gov.au/work/37432556,"Report of an investigation into the historical archaeological resource within the Arthur Head area, Fremantle","Pearson, Michael",1984,1984,not found,not found,not found,not found,not found,0.097520374,No Street Address,not verified,not known,not known,unknown
233566195,http://trove.nla.gov.au/work/233566195,"The Bribie Island Forest Archaeological Project (BIFAP) : phase 1 - assessment of archaeological values prior to harvesting, an interim report / by H.J. Hall with R. Viel, J. Smith & T. Smith and the AY225 Field Archaeology class: D. Andrews, C. Bonica, B. Cassidy, J. Campbell, C. Clarkson, R. Condon, L. Yap and S. Ulm","Hall, H. J.",1991,1991,not found,not found,not found,not found,not found,0.0974766,"225 FIELD ARCHAEOLOGY, not known, NSW",not verified,not known,not known,unknown
34296652,http://trove.nla.gov.au/work/34296652,"Archaeological assessment and application for excavation permit, Martin Place GPO building / prepared [by Casey & Lowe Associates] for Lend Lease Interiors Pty Ltd on behalf of Australia Post",Casey & Lowe Associates,1995,1995,not found,not found,not found,not found,not found,0.09724521,No Street Address,not verified,not known,not known,unknown
33288000,http://trove.nla.gov.au/work/33288000,"Archaeological investigation of the mission house, Ebenezer Mission, Victoria : community report / Jane Lydon","Lydon, Jane",2004,2004,not found,not found,not found,not found,not found,0.097210765,No Street Address,not verified,not known,not known,unknown
23569999,http://trove.nla.gov.au/work/23569999,Little Pier Street precinct archaeological assessment / report prepared for the Darling Harbour Authority [Godden Mackay],New South Wales. Darling Harbour Authority,1992,1992,not found,not found,not found,not found,not found,0.09680787,No Street Address,not verified,not known,not known,unknown
191893431,http://trove.nla.gov.au/work/191893431,"The 'proofing' of the Regia (1835-1860) : archaeological investigation, June 2002 ; Historic Shipwrecks Act (1976) Permit no. P6200",Cosmos Archaeology,2002,2002,not found,not found,not found,not found,not found,0.09672384,"2002 HISTORIC SHIPWRECKS, not known, NSW",not verified,not known,not known,unknown
37890753,http://trove.nla.gov.au/work/37890753,"Proposed adventure playground Tidbinbilla Nature Reserve, ACT : Aboriginal archaeological assessment / Patricia Saunders","Saunders, Patricia",2005,2005,not found,not found,not found,not found,not found,0.09670144,No Street Address,not verified,not known,not known,unknown
172980720,http://trove.nla.gov.au/work/172980720,AN archaeological survey of the Bullock's skitube development : a report to Phil McMaster Pty Ltd / by Robert C. Paton,"Paton, Robert C",1984,1984,not found,not found,not found,not found,not found,0.09638357,No Street Address,not verified,not known,not known,unknown
30151173,http://trove.nla.gov.au/work/30151173,"Regentville archaeological project, 1985-1993 : final report to the National Estate Grant Program / Judy Birmingham and Andrew Wilson","Birmingham, Judy",1994,1994,not found,not found,not found,not found,not found,0.09610044,No Street Address,not verified,not known,not known,unknown
17345509,http://trove.nla.gov.au/work/17345509,"Reconnaissance level investigation of North Watson, ACt : a summary report for inclusion as a dependent section within a larger preliminary environmental investigation report / by Kerry Navin","Navin, Kerry",1991-1992,1991,not found,not found,not found,not found,not found,0.096028104,No Street Address,not verified,not known,not known,unknown
228629444,http://trove.nla.gov.au/work/228629444,"Final archaeological report : Merewether to Newcastle CBD, 770 cable feed project / Kevin Hickson, Natalie Blake, Martin Carney ; Archaeological Management & Consulting Group for Energised Alliance","Hickson, Kevin",2012,2012,not found,not found,not found,not found,not found,0.095243864,"770 CABLE FEED, not known, NSW",not verified,not known,not known,unknown
9850570,http://trove.nla.gov.au/work/9850570,"Aboriginal archaeological assessment for the proposed Ultimo Aquatic Centre at the cnr of William Henry & Harris St's, Ultimo NSW / Jim Wheeler","Wheeler, Jim archaeologist",2003,2003,not found,not found,not found,not found,not found,0.095210664,No Street Address,not verified,not known,not known,unknown
17345492,http://trove.nla.gov.au/work/17345492,"An archaeological investigation and management assessment of an Aboriginal scarred tree : 'Gundaroo Drive four', Gungahlin, ACT / Kelvin Officer","Officer, Kelvin L. C",1992,1992,not found,not found,not found,not found,not found,0.095187545,No Street Address,not verified,not known,not known,unknown
25929784,http://trove.nla.gov.au/work/25929784,"Archaeological investigations at the Kiandra Chinese camp, Kosciuszko National Park, NSW : a report on the ANU (PREH 3004) fieldschool, February 2001 / Lindsay M. Smith","Smith, Lindsay M",2001,2001,not found,not found,not found,not found,not found,0.09517698,No Street Address,not verified,not known,not known,unknown
31703167,http://trove.nla.gov.au/work/31703167,Markets city development : baseline archaeological assessment / report prepared for Jason Property Management Pty. Ltd,Godden Mackay Pty. Ltd,1990,1990,not found,not found,not found,not found,not found,0.09484589,No Street Address,not verified,not known,not known,unknown
213963864,http://trove.nla.gov.au/work/213963864,"An archaeological investigation of the National Hotel (H788-0152); a mid-19th century roadhouse on the Calder Highway between Millett Road and South Gisborne, Victoria : a report to VICROADS based on historical and archaeological survey / by Roger Luebbers","Luebbers, R. A. (Roger A.)",2006,2006,not found,not found,not found,not found,not found,0.09455191,No Street Address,not verified,not known,not known,unknown
213963865,http://trove.nla.gov.au/work/213963865,"An archaeological investigation of the Gisborne Mains (H788-0151); a mid-19th century Horse Stud Farm on the Calder Highway between Millett Road and South Gisborne, Victoria : a report to VICROADS based on historical and archaeological survey / by Roger Luebbers","Luebbers, R. A. (Roger A.)",2006,2006,not found,not found,not found,not found,not found,0.09455191,No Street Address,not verified,not known,not known,unknown
164774115,http://trove.nla.gov.au/work/164774115,"Baseline archaeological assessment : Maitland Technical College, High Street, Maitland / Archaeological Management & Consulting Group Pty Ltd for Carste Studio on behalf of Maitland City Council","Baloh, Jaki",2012,2012,not found,not found,not found,not found,not found,0.09453479,No Street Address,not verified,not known,not known,unknown
31551566,http://trove.nla.gov.au/work/31551566,"Response by the Australian Research Council to report number 15, classics, classical archaeology and prehistory 1986-1990 / National Board of Employment, Education and Training, Australian Research Council, Grant Outcomes Evaluation Program",Australian Research Council,1994,1994,not found,not found,not found,not found,not found,0.09441834,"15 CLASSICS CLASSICAL, not known, NSW",not verified,not known,not known,unknown
35374253,http://trove.nla.gov.au/work/35374253,"Archaeological report on the Kakadu conservation zone : to the Resource Assessment Commission / by Rhys Jones and Sally Brockwell : in conjunction with the Department of Prehistory, Research School of Pacific Studies, Australian National University","Jones, Rhys, 1941-2001",1991,1991,not found,not found,not found,not found,not found,0.094377846,No Street Address,not verified,not known,not known,unknown
27856798,http://trove.nla.gov.au/work/27856798,"Archaeological excavation : National Trust building, Observatory Hill / prepared for the Department of Public Works and Services, Heritage Design Services, by Karyn Mcleod","Mcleod, Karyn",2003,2003,not found,not found,not found,not found,not found,0.094150916,No Street Address,not verified,not known,not known,unknown
37020630,http://trove.nla.gov.au/work/37020630,"Report on the archaeological excavation of the site of the ""small miserable hut"", near Belgenny Farm, Elizabeth Macarthur Avenue, Camden, N.S.W. / Edward A.K. Higginbotham",not found,2010,2010,not found,not found,not found,not found,not found,0.094098754,No Street Address,not verified,not known,not known,unknown
37020633,http://trove.nla.gov.au/work/37020633,"Summary of report on the archaeological excavation of the site of the ""small miserable hut"", near Belgenny Farm, Elizabeth Macarthur Avenue, Camden, N.S.W. / Edward A.K. Higginbotham",not found,2010,2010,not found,not found,not found,not found,not found,0.094098754,No Street Address,not verified,not known,not known,unknown
6621275,http://trove.nla.gov.au/work/6621275,POW project 1995 : Randwick Destitute Children's Asylum Cemetery : archaeological investigation,New South Wales. Dept. of Health,1997,1997,not found,not found,not found,not found,not found,0.09397787,No Street Address,not verified,not known,not known,unknown
5888117,http://trove.nla.gov.au/work/5888117,Report on an archaeological investigation of Aboriginal sites : Perth Airport planning strategy / prepared for Sinclair Knight Merz by G. Quartermaine,"Quartermaine, Gary",1997,1997,not found,not found,not found,not found,not found,0.09392518,No Street Address,not verified,not known,not known,unknown
12698884,http://trove.nla.gov.au/work/12698884,"Archaeological investigations, Burra Creek, Tumbarumba, 1987 : report to the Crown Lands Office. Parts 1 and 2 / J.H. Winston-Gregson","Winston-Gregson, J. H",1987,1987,not found,not found,not found,not found,not found,0.09359389,No Street Address,not verified,not known,not known,unknown
7876956,http://trove.nla.gov.au/work/7876956,"Archaeological investigations in the grounds of Como House, 1996 : report prepared for the National Trust of Australia (Victoria) / by Phillip C. Edwards","Edwards, Phillip C. (Phillip Charles)",1998,1998,not found,not found,not found,not found,not found,0.09331751,No Street Address,not verified,not known,not known,unknown
31747093,http://trove.nla.gov.au/work/31747093,"Archaeological survey of proposed AFMEX exploration work program, West Arnhem, Northern Territory : a report for the Northern Land Council / by Daryl Guse","Guse, Daryl Lloyd",1999,1999,not found,not found,not found,not found,not found,0.093274504,No Street Address,not verified,not known,not known,unknown
8185549,http://trove.nla.gov.au/work/8185549,"Broadway Picture Theatre development (former Phoenician Club) 173-179 Broadway, Ultimo : Aboriginal archaeological test investigation report in fulfillment [sic] of preliminary research permit number 1854 / Jim Wheeler, Peter Mitchell & Fiona Leslie","Wheeler, Jim, archaeologist",2004,2004,not found,not found,not found,not found,not found,0.09326255,"173-179 BROADWAY ULTIMO, not known, NSW",not verified,not known,not known,unknown
171902316,http://trove.nla.gov.au/work/171902316,"Baseline archaeological assessment : parts of Driver and John Hargreaves Avenues, Moore Park, N.S.W. / Fenella Atkinson for Optus Networks","Atkinson, Fenella",2004,2004,not found,not found,not found,not found,not found,0.093259215,No Street Address,not verified,not known,not known,unknown
233372207,http://trove.nla.gov.au/work/233372207,Historical archaeological excavation in Port Adelaide : vertical file,not found,not found,not found,not found,not found,not found,not found,not found,0.0924508,No Street Address,not verified,not known,not known,unknown
25998123,http://trove.nla.gov.au/work/25998123,"Bullecourt Place, Ultimo : archaeological excavation report / prepared for Australand Holdings Ltd and Heritage Council of NSW [by] Godden Mackay Logan Heritage Consultants",Godden Mackay Logan Pty. Ltd,2004,2004,not found,not found,not found,not found,not found,0.09244461,No Street Address,not verified,not known,not known,unknown
